"ID";"Sectoren";"Perioden";"TotaalInkomsten_1";"TotaalBelastingen_2";"TotaalBelastingenOpProdEnInvoer_3";"ProductgebondenBelastingen_4";"NietProductgebondenBelastingen_5";"TotaalBelastOpInkomenEnVermogen_6";"BelastingenOpInkomen_7";"BelastingenOpVermogen_8";"Vermogensheffingen_9";"WettelijkeSocialeVerzekeringspremies_10";"VerkopenVanGoederenEnDiensten_11";"TotaalInkomenUitVermogen_12";"Rente_13";"Winstuitkeringen_14";"OverigInkomenUitInvesteringen_15";"InkomenUitGrondEnMineraleReserves_16";"TotaalInkomensoverdrachten_17";"InkomensoverdrachtenBinnenDeOverheid_18";"InkomensoverdrIvmInternationSamenw_19";"OverigeInkomensoverdrachten_20";"TotaalKapitaaloverdrExclVermogen_21";"Investeringsbijdragen_22";"OverigeKapitaaloverdrachten_23";"TotaalOverigeInkomsten_24";"InvesteringenInEigenBeheer_25";"Subsidies_26";"ToegerekendeSocialePremies_27";"TotaalUitgaven_28";"TotaalBeloningVanWerknemers_29";"Lonen_30";"SocialePremiesTLVWerkgevers_31";"AankopenGoederenEnDiensten_32";"TotaalNettoInvesteringen_33";"TotaalNettoInvestInVasteActiva_34";"BrutoInvesteringenInVasteActiva_35";"Afschrijvingen_36";"VeranderingenInVoorradenInclKos_37";"Afschrijvingen_38";"SaldoAanEnVerkopenVanNietGepro_39";"TotaalInkomenUitVermogen_40";"Rente_41";"InkomenUitGrondEnMineraleReserves_42";"TotaalUitkeringen_43";"TotaalSocialeUitkeringenInGeld_44";"UitkeringenWettSocVerzInGeld_45";"UitkeringenSocialeVoorzieningInGeld_46";"TotaalSocialeUitkeringenInNatura_47";"UitkeringenWettSocVerzInNatura_48";"UitkeringenSocVoorzieningInNatura_49";"TotaalSubsidies_50";"ProductgebondenSubsidies_51";"NietProductgebondenSubsidies_52";"TotaalInkomensoverdrachten_53";"InkomensoverdrachtenBinnenDeOverheid_54";"InkomensoverdrIvmInternationSamenw_55";"TotaalEigenMiddelenVanDeEU_56";"BTWAfdrachten_57";"BNIAfdrachten_58";"OverigeInkomensoverdrachten_59";"TotaalKapitaaloverdrachten_60";"Investeringsbijdragen_61";"OverigeKapitaaloverdrachten_62";"TotaalOverigeUitgaven_63";"BelastingenOpProductieEnInvoer_64";"BelastingenOpInkomenEnVermogen_65";"UitkSocVerzRechtstrDoorWerkgevers_66";"TotaalOverheidssaldo_67";"OverheidssaldoInkomsten_68";"OverheidssaldoUitgaven_69";"TotaalExploitatiesaldo_70";"ExploitatiesaldoOverheidssaldo_71";"NettoInvesteringen_72";"SaldoAanEnVerkopenVanNiet_73";"TotaalAardgasbaten_74";"Dividenden_75";"InkomenUitGrondEnMineraleReserves_76";"Vennootschapsbelasting_77";"WerkelijkeRenteInkomsten_78";"WerkelijkeRenteUitgaven_79"
"308";"22";"2000KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"309";"22";"2000KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"310";"22";"2000JJ00";"10794";"290";"290";"0";"290";"0";"0";"0";"0";"0";"1278";"262";"262";"0";"0";"0";"5457";"5274";"6";"177";"1112";"1091";"21";"2395";"2151";"0";"244";"10915";"3263";"2611";"652";"2009";"1216";"1216";"3910";"-2694";"0";"2694";"20";"251";"251";"0";"231";"10";"0";"10";"221";"0";"221";"551";"0";"551";"348";"181";"0";"0";"0";"0";"167";"57";"41";"16";"275";"31";"0";"244";"-121";"10794";"-10915";"1115";"-121";"1216";"20";;;;;"178";"270"
"311";"22";"2001KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"312";"22";"2001KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"313";"22";"2001KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"314";"22";"2001KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"315";"22";"2001JJ00";"11616";"358";"358";"0";"358";"0";"0";"0";"0";"0";"1306";"207";"207";"0";"0";"0";"5809";"5684";"6";"119";"1256";"1238";"18";"2680";"2401";"0";"279";"12257";"3450";"2751";"699";"2148";"1566";"1566";"4467";"-2901";"0";"2901";"35";"249";"249";"0";"248";"4";"0";"4";"244";"0";"244";"588";"0";"588";"698";"510";"0";"0";"0";"0";"188";"63";"56";"7";"311";"32";"0";"279";"-641";"11616";"-12257";"960";"-641";"1566";"35";;;;;"194";"270"
"316";"22";"2002KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"317";"22";"2002KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"318";"22";"2002KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"319";"22";"2002KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"320";"22";"2002JJ00";"12265";"334";"334";"0";"334";"0";"0";"0";"0";"0";"1434";"199";"199";"0";"0";"0";"5987";"5852";"8";"127";"1551";"1549";"2";"2760";"2481";"4";"275";"12693";"3615";"2862";"753";"2094";"1795";"1795";"4912";"-3117";"0";"3117";"-9";"231";"231";"0";"347";"4";"0";"4";"343";"0";"343";"536";"0";"536";"611";"432";"0";"0";"0";"0";"179";"41";"36";"5";"315";"40";"0";"275";"-428";"12265";"-12693";"1358";"-428";"1795";"-9";;;;;"189";"258"
"321";"22";"2003KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"322";"22";"2003KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"323";"22";"2003KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"324";"22";"2003KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"325";"22";"2003JJ00";"12486";"249";"249";"0";"249";"0";"0";"0";"0";"0";"1459";"171";"171";"0";"0";"0";"6181";"6049";"8";"124";"1583";"1583";"0";"2843";"2552";"6";"285";"12780";"3623";"2837";"786";"2196";"1304";"1304";"4626";"-3322";"0";"3322";"216";"195";"195";"0";"397";"4";"0";"4";"393";"0";"393";"505";"0";"505";"618";"418";"0";"0";"0";"0";"200";"76";"71";"5";"328";"43";"0";"285";"-294";"12486";"-12780";"1226";"-294";"1304";"216";;;;;"160";"223"
"326";"22";"2004KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"327";"22";"2004KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"328";"22";"2004KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"329";"22";"2004KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"330";"22";"2004JJ00";"12771";"244";"244";"0";"244";"0";"0";"0";"0";"0";"1576";"158";"158";"0";"0";"0";"6400";"6263";"10";"127";"1423";"1423";"0";"2970";"2661";"14";"295";"12861";"3671";"2815";"856";"2425";"1282";"1282";"4777";"-3495";"0";"3495";"9";"182";"182";"0";"360";"5";"0";"5";"355";"0";"355";"464";"0";"464";"536";"339";"0";"0";"0";"0";"197";"99";"88";"11";"338";"43";"0";"295";"-90";"12771";"-12861";"1201";"-90";"1282";"9";;;;;"142";"200"
"331";"22";"2005KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"332";"22";"2005KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"333";"22";"2005KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"334";"22";"2005KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"335";"22";"2005JJ00";"13250";"237";"237";"0";"237";"0";"0";"0";"0";"0";"1649";"155";"155";"0";"0";"0";"6691";"6535";"11";"145";"1471";"1471";"0";"3047";"2742";"12";"293";"13109";"3816";"2878";"938";"2643";"1155";"1155";"4831";"-3676";"0";"3676";"-6";"190";"190";"0";"306";"5";"0";"5";"301";"0";"301";"443";"0";"443";"485";"290";"0";"0";"0";"0";"195";"62";"49";"13";"339";"46";"0";"293";"141";"13250";"-13109";"1290";"141";"1155";"-6";;;;;"145";"209"
"336";"22";"2006KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"337";"22";"2006KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"338";"22";"2006KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"339";"22";"2006KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"340";"22";"2006JJ00";"13110";"198";"198";"0";"198";"0";"0";"0";"0";"0";"1707";"179";"179";"0";"0";"0";"6603";"6436";"6";"161";"1496";"1496";"0";"2927";"2730";"14";"183";"13112";"3645";"2753";"892";"2733";"1208";"1208";"5099";"-3891";"0";"3891";"-35";"193";"193";"0";"262";"5";"0";"5";"257";"0";"257";"531";"0";"531";"379";"174";"0";"0";"0";"0";"205";"73";"66";"7";"232";"49";"0";"183";"-2";"13110";"-13112";"1171";"-2";"1208";"-35";;;;;"171";"208"
"341";"22";"2007KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"342";"22";"2007KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"343";"22";"2007KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"344";"22";"2007KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"345";"22";"2007JJ00";"13401";"186";"186";"0";"186";"0";"0";"0";"0";"0";"1862";"232";"232";"0";"0";"0";"6432";"6253";"9";"170";"1747";"1747";"0";"2942";"2736";"16";"190";"13141";"3762";"2846";"916";"2906";"751";"751";"4845";"-4094";"0";"4094";"29";"199";"199";"0";"242";"5";"0";"5";"237";"0";"237";"528";"0";"528";"226";"42";"0";"0";"0";"0";"184";"163";"110";"53";"241";"51";"0";"190";"260";"13401";"-13141";"1040";"260";"751";"29";;;;;"223";"210"
"346";"22";"2008KW01";"3410";"64";"64";"0";"64";"0";"0";"0";"0";"0";"540";"57";"57";"0";"0";"0";"1643";"1597";"0";"46";"357";"357";"0";"749";"700";"5";"44";"3322";"921";"679";"242";"784";"214";"214";"1297";"-1083";"0";"1083";"-45";"43";"43";"0";"54";"0";"0";"0";"54";"0";"54";"133";"0";"133";"48";"8";"0";"0";"0";"0";"40";"28";"27";"1";"59";"15";"0";"44";"88";"3410";"-3322";"257";"88";"214";"-45";;;;;"56";"46"
"347";"22";"2008KW02";"3724";"64";"64";"0";"64";"0";"0";"0";"0";"0";"533";"65";"65";"0";"0";"0";"1927";"1879";"5";"43";"357";"357";"0";"778";"726";"5";"47";"3661";"1153";"887";"266";"806";"284";"284";"1315";"-1031";"0";"1031";"4";"59";"59";"0";"54";"0";"0";"0";"54";"0";"54";"132";"0";"132";"48";"9";"0";"0";"0";"0";"39";"30";"27";"3";"60";"13";"0";"47";"63";"3724";"-3661";"351";"63";"284";"4";;;;;"65";"62"
"348";"22";"2008KW03";"3318";"63";"63";"0";"63";"0";"0";"0";"0";"0";"530";"60";"60";"0";"0";"0";"1561";"1517";"1";"43";"358";"358";"0";"746";"699";"5";"42";"3360";"931";"697";"234";"788";"139";"139";"1212";"-1073";"0";"1073";"42";"51";"51";"0";"54";"0";"0";"0";"54";"0";"54";"132";"0";"132";"58";"10";"0";"0";"0";"0";"48";"36";"27";"9";"56";"14";"0";"42";"-42";"3318";"-3360";"139";"-42";"139";"42";;;;;"58";"54"
"349";"22";"2008KW04";"3450";"64";"64";"0";"64";"0";"0";"0";"0";"0";"540";"66";"66";"0";"0";"0";"1645";"1604";"4";"37";"359";"359";"0";"776";"725";"3";"48";"3677";"1134";"867";"267";"821";"218";"218";"1288";"-1070";"0";"1070";"49";"44";"44";"0";"52";"0";"0";"0";"52";"0";"52";"135";"0";"135";"63";"14";"0";"0";"0";"0";"49";"29";"28";"1";"62";"14";"0";"48";"-227";"3450";"-3677";"40";"-227";"218";"49";;;;;"65";"47"
"350";"22";"2008JJ00";"13902";"255";"255";"0";"255";"0";"0";"0";"0";"0";"2143";"248";"248";"0";"0";"0";"6776";"6597";"10";"169";"1431";"1431";"0";"3049";"2850";"18";"181";"14020";"4139";"3130";"1009";"3199";"855";"855";"5112";"-4257";"0";"4257";"50";"197";"197";"0";"214";"0";"0";"0";"214";"0";"214";"532";"0";"532";"217";"41";"0";"0";"0";"0";"176";"123";"109";"14";"237";"56";"0";"181";"-118";"13902";"-14020";"787";"-118";"855";"50";;;;;"244";"209"
"351";"22";"2009KW01";"3763";"60";"60";"0";"60";"0";"0";"0";"0";"0";"554";"32";"32";"0";"0";"0";"1889";"1850";"2";"37";"425";"425";"0";"803";"741";"7";"55";"3638";"987";"701";"286";"804";"179";"179";"1299";"-1120";"0";"1120";"50";"46";"46";"0";"56";"0";"0";"0";"56";"0";"56";"175";"0";"175";"79";"3";"0";"0";"0";"0";"76";"72";"70";"2";"70";"15";"0";"55";"125";"3763";"-3638";"354";"125";"179";"50";;;;;"32";"50"
"352";"22";"2009KW02";"4014";"62";"62";"0";"62";"0";"0";"0";"0";"0";"548";"36";"36";"0";"0";"0";"2102";"2038";"3";"61";"431";"431";"0";"835";"767";"7";"61";"3918";"1230";"916";"314";"827";"265";"265";"1332";"-1067";"0";"1067";"50";"46";"46";"0";"57";"0";"0";"0";"57";"0";"57";"176";"0";"176";"54";"2";"0";"0";"0";"0";"52";"72";"71";"1";"74";"13";"0";"61";"96";"4014";"-3918";"411";"96";"265";"50";;;;;"36";"49"
"353";"22";"2009KW03";"3511";"64";"64";"0";"64";"0";"0";"0";"0";"0";"546";"32";"32";"0";"0";"0";"1641";"1597";"2";"42";"429";"429";"0";"799";"739";"7";"53";"3634";"996";"721";"275";"809";"201";"201";"1310";"-1109";"0";"1109";"50";"40";"40";"0";"57";"0";"0";"0";"57";"0";"57";"178";"0";"178";"54";"2";"0";"0";"0";"0";"52";"72";"70";"2";"68";"15";"0";"53";"-123";"3511";"-3634";"128";"-123";"201";"50";;;;;"32";"43"
"354";"22";"2009KW04";"3432";"69";"69";"0";"69";"0";"0";"0";"0";"0";"554";"40";"40";"0";"0";"0";"1509";"1464";"5";"40";"431";"431";"0";"829";"762";"5";"62";"3930";"1200";"892";"308";"848";"240";"240";"1348";"-1108";"0";"1108";"48";"43";"43";"0";"57";"0";"0";"0";"57";"0";"57";"180";"0";"180";"60";"6";"0";"0";"0";"0";"54";"71";"69";"2";"75";"13";"0";"62";"-498";"3432";"-3930";"-210";"-498";"240";"48";;;;;"40";"47"
"355";"22";"2009JJ00";"14720";"255";"255";"0";"255";"0";"0";"0";"0";"0";"2202";"140";"140";"0";"0";"0";"7141";"6949";"12";"180";"1716";"1716";"0";"3266";"3009";"26";"231";"15120";"4413";"3230";"1183";"3288";"885";"885";"5289";"-4404";"0";"4404";"198";"175";"175";"0";"227";"0";"0";"0";"227";"0";"227";"709";"0";"709";"247";"13";"0";"0";"0";"0";"234";"287";"280";"7";"287";"56";"0";"231";"-400";"14720";"-15120";"683";"-400";"885";"198";;;;;"140";"189"
"356";"22";"2010KW01";"4169";"68";"68";"0";"68";"0";"0";"0";"0";"0";"578";"25";"25";"0";"0";"0";"2067";"2015";"2";"50";"605";"604";"1";"826";"755";"6";"65";"3647";"1005";"752";"253";"779";"150";"150";"1336";"-1186";"0";"1186";"24";"49";"49";"0";"59";"0";"0";"0";"59";"0";"59";"183";"0";"183";"54";"0";"0";"0";"0";"0";"54";"78";"76";"2";"80";"15";"0";"65";"522";"4169";"-3647";"696";"522";"150";"24";;;;;"22";"53"
"357";"22";"2010KW02";"5394";"65";"65";"0";"65";"0";"0";"0";"0";"0";"568";"35";"35";"0";"0";"0";"1920";"1874";"3";"43";"1969";"569";"1400";"837";"780";"6";"51";"3949";"1262";"983";"279";"802";"228";"228";"1361";"-1133";"0";"1133";"29";"54";"54";"0";"60";"0";"0";"0";"60";"0";"60";"182";"0";"182";"54";"0";"0";"0";"0";"0";"54";"79";"76";"3";"66";"15";"0";"51";"1445";"5394";"-3949";"1702";"1445";"228";"29";;;;;"32";"58"
"358";"22";"2010KW03";"3767";"59";"59";"0";"59";"0";"0";"0";"0";"0";"567";"30";"30";"0";"0";"0";"1704";"1663";"2";"39";"599";"598";"1";"808";"750";"6";"52";"3656";"1018";"773";"245";"783";"161";"161";"1338";"-1177";"0";"1177";"31";"46";"46";"0";"59";"0";"0";"0";"59";"0";"59";"184";"0";"184";"54";"0";"0";"0";"0";"0";"54";"77";"75";"2";"66";"14";"0";"52";"111";"3767";"-3656";"303";"111";"161";"31";;;;;"29";"51"
"359";"22";"2010KW04";"3460";"53";"53";"0";"53";"0";"0";"0";"0";"0";"575";"31";"31";"0";"0";"0";"1418";"1370";"3";"45";"565";"567";"-2";"818";"776";"6";"36";"3939";"1232";"955";"277";"815";"196";"196";"1375";"-1179";"0";"1179";"30";"56";"56";"0";"58";"0";"0";"0";"58";"0";"58";"183";"0";"183";"62";"8";"0";"0";"0";"0";"54";"79";"77";"2";"49";"13";"0";"36";"-479";"3460";"-3939";"-253";"-479";"196";"30";;;;;"30";"61"
"360";"22";"2010JJ00";"16790";"245";"245";"0";"245";"0";"0";"0";"0";"0";"2288";"121";"121";"0";"0";"0";"7109";"6922";"10";"177";"3738";"2338";"1400";"3289";"3061";"24";"204";"15191";"4517";"3463";"1054";"3179";"735";"735";"5410";"-4675";"0";"4675";"114";"205";"205";"0";"236";"0";"0";"0";"236";"0";"236";"732";"0";"732";"224";"8";"0";"0";"0";"0";"216";"313";"304";"9";"261";"57";"0";"204";"1599";"16790";"-15191";"2448";"1599";"735";"114";;;;;"113";"223"
"361";"22";"2011KW01";"4063";"57";"57";"0";"57";"0";"0";"0";"0";"0";"635";"36";"36";"0";"0";"0";"2027";"1967";"2";"58";"416";"416";"0";"892";"832";"7";"53";"3672";"1021";"750";"271";"751";"329";"329";"1510";"-1181";"0";"1181";"-10";"22";"22";"0";"64";"0";"0";"0";"64";"0";"64";"147";"0";"147";"53";"2";"0";"0";"0";"0";"51";"43";"40";"3";"71";"18";"0";"53";"391";"4063";"-3672";"710";"391";"329";"-10";;;;;"34";"26"
"362";"22";"2011KW02";"3874";"79";"79";"0";"79";"0";"0";"0";"0";"0";"545";"38";"38";"0";"0";"0";"1819";"1773";"2";"44";"486";"486";"0";"907";"842";"7";"58";"3919";"1258";"966";"292";"787";"298";"298";"1482";"-1184";"0";"1184";"-8";"24";"24";"0";"64";"0";"0";"0";"64";"0";"64";"148";"0";"148";"51";"2";"0";"0";"0";"0";"49";"38";"35";"3";"75";"17";"0";"58";"-45";"3874";"-3919";"245";"-45";"298";"-8";;;;;"36";"28"
"363";"22";"2011KW03";"3609";"67";"67";"0";"67";"0";"0";"0";"0";"0";"601";"32";"32";"0";"0";"0";"1583";"1542";"2";"39";"457";"457";"0";"869";"811";"6";"52";"3585";"1020";"755";"265";"758";"245";"245";"1427";"-1182";"0";"1182";"-6";"27";"27";"0";"52";"0";"0";"0";"52";"0";"52";"149";"0";"149";"51";"1";"0";"0";"0";"0";"50";"40";"37";"3";"67";"15";"0";"52";"24";"3609";"-3585";"263";"24";"245";"-6";;;;;"31";"31"
"364";"22";"2011KW04";"3638";"75";"75";"0";"75";"0";"0";"0";"0";"0";"550";"22";"22";"0";"0";"0";"1400";"1349";"2";"49";"725";"570";"155";"866";"810";"2";"54";"3725";"1203";"924";"279";"815";"98";"98";"1305";"-1207";"0";"1207";"6";"33";"33";"0";"48";"0";"0";"0";"48";"0";"48";"148";"0";"148";"51";"2";"0";"0";"0";"0";"49";"48";"45";"3";"68";"14";"0";"54";"-87";"3638";"-3725";"17";"-87";"98";"6";;;;;"21";"38"
"365";"22";"2011JJ00";"15184";"278";"278";"0";"278";"0";"0";"0";"0";"0";"2331";"128";"128";"0";"0";"0";"6829";"6631";"8";"190";"2084";"1929";"155";"3534";"3295";"22";"217";"14901";"4502";"3395";"1107";"3111";"970";"970";"5724";"-4754";"0";"4754";"-18";"106";"106";"0";"228";"0";"0";"0";"228";"0";"228";"592";"0";"592";"206";"7";"0";"0";"0";"0";"199";"169";"157";"12";"281";"64";"0";"217";"283";"15184";"-14901";"1235";"283";"970";"-18";;;;;"122";"123"
"366";"22";"2012KW01";"3721";"48";"48";"0";"48";"0";"0";"0";"0";"0";"652";"28";"28";"0";"0";"0";"1760";"1715";"4";"41";"359";"354";"5";"874";"812";"5";"57";"3478";"1021";"741";"280";"737";"155";"155";"1355";"-1200";"0";"1200";"-3";"4";"4";"0";"62";"0";"0";"0";"62";"0";"62";"139";"0";"139";"50";"1";"0";"0";"0";"0";"49";"37";"35";"2";"76";"19";"0";"57";"243";"3721";"-3478";"395";"243";"155";"-3";;;;;"28";"8"
"367";"22";"2012KW02";"3985";"46";"46";"0";"46";"0";"0";"0";"0";"0";"588";"32";"32";"0";"0";"0";"1994";"1951";"5";"38";"460";"454";"6";"865";"803";"5";"57";"3639";"1272";"965";"307";"770";"30";"30";"1232";"-1202";"0";"1202";"-3";"10";"10";"0";"62";"0";"0";"0";"62";"0";"62";"139";"0";"139";"49";"1";"0";"0";"0";"0";"48";"37";"35";"2";"71";"14";"0";"57";"346";"3985";"-3639";"373";"346";"30";"-3";;;;;"32";"15"
"368";"22";"2012KW03";"3434";"46";"46";"0";"46";"0";"0";"0";"0";"0";"592";"28";"28";"0";"0";"0";"1499";"1451";"4";"44";"407";"402";"5";"862";"800";"5";"57";"3403";"979";"705";"274";"741";"127";"127";"1327";"-1200";"0";"1200";"-9";"14";"14";"0";"51";"0";"0";"0";"51";"0";"51";"138";"0";"138";"50";"1";"0";"0";"0";"0";"49";"39";"35";"4";"73";"16";"0";"57";"31";"3434";"-3403";"149";"31";"127";"-9";;;;;"29";"19"
"369";"22";"2012KW04";"3520";"50";"50";"0";"50";"0";"0";"0";"0";"0";"550";"21";"21";"0";"0";"0";"1565";"1527";"4";"34";"451";"445";"6";"883";"824";"4";"55";"4065";"1280";"985";"295";"831";"379";"379";"1607";"-1228";"0";"1228";"-6";"14";"14";"0";"43";"0";"0";"0";"43";"0";"43";"138";"0";"138";"49";"2";"0";"0";"0";"0";"47";"41";"35";"6";"68";"13";"0";"55";"-545";"3520";"-4065";"-172";"-545";"379";"-6";;;;;"23";"22"
"370";"22";"2012JJ00";"14660";"190";"190";"0";"190";"0";"0";"0";"0";"0";"2382";"109";"109";"0";"0";"0";"6818";"6644";"17";"157";"1677";"1655";"22";"3484";"3239";"19";"226";"14585";"4552";"3396";"1156";"3079";"691";"691";"5521";"-4830";"0";"4830";"-21";"42";"42";"0";"218";"0";"0";"0";"218";"0";"218";"554";"0";"554";"198";"5";"0";"0";"0";"0";"193";"154";"140";"14";"288";"62";"0";"226";"75";"14660";"-14585";"745";"75";"691";"-21";;;;;"112";"64"
"371";"22";"2013KW01";"5590";"161";"161";"0";"161";"0";"0";"0";"0";"0";"658";"15";"15";"0";"0";"0";"3329";"3282";"5";"42";"485";"470";"15";"942";"855";"1";"86";"4934";"1934";"1381";"553";"1070";"157";"157";"1473";"-1316";"0";"1316";"-4";"7";"7";"0";"66";"0";"0";"0";"66";"0";"66";"127";"0";"127";"54";"3";"0";"0";"0";"0";"51";"96";"19";"77";"111";"25";"0";"86";"656";"5590";"-4934";"809";"656";"157";"-4";;;;;"15";"20"
"372";"22";"2013KW02";"5414";"162";"162";"0";"162";"0";"0";"0";"0";"0";"552";"15";"15";"0";"0";"0";"3250";"3202";"5";"43";"484";"482";"2";"951";"864";"1";"86";"5415";"2331";"1742";"589";"1086";"168";"168";"1545";"-1377";"0";"1377";"-12";"9";"9";"0";"66";"0";"0";"0";"66";"0";"66";"127";"0";"127";"56";"3";"0";"0";"0";"0";"53";"99";"21";"78";"108";"22";"0";"86";"-1";"5414";"-5415";"155";"-1";"168";"-12";;;;;"15";"22"
"373";"22";"2013KW03";"4787";"163";"163";"0";"163";"0";"0";"0";"0";"0";"601";"16";"16";"0";"0";"0";"2594";"2551";"2";"41";"473";"464";"9";"940";"853";"1";"86";"4923";"1894";"1385";"509";"1072";"219";"219";"1528";"-1309";"0";"1309";"-18";"9";"9";"0";"58";"0";"0";"0";"58";"0";"58";"126";"0";"126";"54";"3";"0";"0";"0";"0";"51";"94";"16";"78";"106";"20";"0";"86";"-136";"4787";"-4923";"65";"-136";"219";"-18";;;;;"16";"22"
"374";"22";"2013KW04";"5607";"161";"161";"0";"161";"0";"0";"0";"0";"0";"574";"24";"24";"0";"0";"0";"2880";"2827";"5";"48";"1020";"506";"514";"948";"860";"2";"86";"5438";"2276";"1742";"534";"1098";"350";"350";"1640";"-1290";"0";"1290";"-23";"13";"13";"0";"49";"0";"0";"0";"49";"0";"49";"128";"0";"128";"56";"2";"0";"0";"0";"0";"54";"94";"16";"78";"107";"21";"0";"86";"169";"5607";"-5438";"496";"169";"350";"-23";;;;;"23";"32"
