"ID";"Sectoren";"Perioden";"TotaalInkomsten_1";"TotaalBelastingen_2";"TotaalBelastingenOpProdEnInvoer_3";"ProductgebondenBelastingen_4";"NietProductgebondenBelastingen_5";"TotaalBelastOpInkomenEnVermogen_6";"BelastingenOpInkomen_7";"BelastingenOpVermogen_8";"Vermogensheffingen_9";"WettelijkeSocialeVerzekeringspremies_10";"VerkopenVanGoederenEnDiensten_11";"TotaalInkomenUitVermogen_12";"Rente_13";"Winstuitkeringen_14";"OverigInkomenUitInvesteringen_15";"InkomenUitGrondEnMineraleReserves_16";"TotaalInkomensoverdrachten_17";"InkomensoverdrachtenBinnenDeOverheid_18";"InkomensoverdrIvmInternationSamenw_19";"OverigeInkomensoverdrachten_20";"TotaalKapitaaloverdrExclVermogen_21";"Investeringsbijdragen_22";"OverigeKapitaaloverdrachten_23";"TotaalOverigeInkomsten_24";"InvesteringenInEigenBeheer_25";"Subsidies_26";"ToegerekendeSocialePremies_27";"TotaalUitgaven_28";"TotaalBeloningVanWerknemers_29";"Lonen_30";"SocialePremiesTLVWerkgevers_31";"AankopenGoederenEnDiensten_32";"TotaalNettoInvesteringen_33";"TotaalNettoInvestInVasteActiva_34";"BrutoInvesteringenInVasteActiva_35";"Afschrijvingen_36";"VeranderingenInVoorradenInclKos_37";"Afschrijvingen_38";"SaldoAanEnVerkopenVanNietGepro_39";"TotaalInkomenUitVermogen_40";"Rente_41";"InkomenUitGrondEnMineraleReserves_42";"TotaalUitkeringen_43";"TotaalSocialeUitkeringenInGeld_44";"UitkeringenWettSocVerzInGeld_45";"UitkeringenSocialeVoorzieningInGeld_46";"TotaalSocialeUitkeringenInNatura_47";"UitkeringenWettSocVerzInNatura_48";"UitkeringenSocVoorzieningInNatura_49";"TotaalSubsidies_50";"ProductgebondenSubsidies_51";"NietProductgebondenSubsidies_52";"TotaalInkomensoverdrachten_53";"InkomensoverdrachtenBinnenDeOverheid_54";"InkomensoverdrIvmInternationSamenw_55";"TotaalEigenMiddelenVanDeEU_56";"BTWAfdrachten_57";"BNIAfdrachten_58";"OverigeInkomensoverdrachten_59";"TotaalKapitaaloverdrachten_60";"Investeringsbijdragen_61";"OverigeKapitaaloverdrachten_62";"TotaalOverigeUitgaven_63";"BelastingenOpProductieEnInvoer_64";"BelastingenOpInkomenEnVermogen_65";"UitkSocVerzRechtstrDoorWerkgevers_66";"TotaalOverheidssaldo_67";"OverheidssaldoInkomsten_68";"OverheidssaldoUitgaven_69";"TotaalExploitatiesaldo_70";"ExploitatiesaldoOverheidssaldo_71";"NettoInvesteringen_72";"SaldoAanEnVerkopenVanNiet_73";"TotaalAardgasbaten_74";"Dividenden_75";"InkomenUitGrondEnMineraleReserves_76";"Vennootschapsbelasting_77";"WerkelijkeRenteInkomsten_78";"WerkelijkeRenteUitgaven_79"
"150";"20";"2008KW03";"37792";"31955";"16483";"16120";"363";"14980";"14367";"613";"492";"0";"1168";"2608";"565";"941";"0";"1102";"598";"224";"17";"357";"134";"123";"11";"1329";"877";"15";"437";"39224";"3702";"2511";"1191";"3154";"340";"340";"2540";"-2200";"0";"2200";"56";"2834";"2834";"0";"4426";"3062";"0";"3062";"1364";"0";"1364";"936";"306";"630";"20138";"18107";"548";"804";"149";"655";"679";"976";"682";"294";"462";"25";"0";"437";"-1432";"37792";"-39224";"-1036";"-1432";"340";"56";;;;;"553";"2844"
"151";"20";"2008KW04";"48078";"38311";"18804";"18327";"477";"18906";"18309";"597";"601";"0";"1295";"6305";"1246";"1722";"0";"3337";"635";"221";"24";"390";"147";"126";"21";"1385";"912";"12";"461";"42055";"4483";"3206";"1277";"3598";"527";"527";"2744";"-2217";"0";"2217";"78";"3236";"3236";"0";"4160";"2836";"0";"2836";"1324";"0";"1324";"1439";"149";"1290";"20569";"17344";"1474";"1022";"219";"803";"729";"1259";"737";"522";"489";"28";"0";"461";"6023";"48078";"-42055";"6628";"6023";"527";"78";;;;;"1248";"3259"
"152";"20";"2008JJ00";"167562";"136621";"68813";"67202";"1611";"66013";"63418";"2595";"1795";"0";"4977";"17476";"2860";"5203";"0";"9413";"2314";"910";"73";"1331";"755";"631";"124";"5419";"3555";"59";"1805";"164758";"16432";"11478";"4954";"13157";"2087";"2087";"10878";"-8791";"0";"8791";"138";"11681";"11681";"0";"17519";"11957";"0";"11957";"5562";"0";"5562";"4009";"939";"3070";"83869";"73281";"3193";"4635";"903";"3732";"2760";"5164";"2901";"2263";"1911";"106";"0";"1805";"2804";"167562";"-164758";"5029";"2804";"2087";"138";"15071";"3275";"9341";"2455";"2844";"11747"
"153";"20";"2009KW01";"38829";"31054";"15280";"14839";"441";"15425";"14721";"704";"349";"0";"1216";"4413";"894";"936";"0";"2583";"541";"202";"17";"322";"202";"174";"28";"1403";"930";"23";"450";"44835";"3892";"2623";"1269";"3302";"511";"503";"2765";"-2262";"8";"2262";"44";"3033";"3033";"0";"4594";"3099";"0";"3099";"1495";"0";"1495";"1032";"280";"752";"23242";"19746";"770";"1912";"409";"1503";"814";"2445";"784";"1661";"478";"28";"0";"450";"-6006";"38829";"-44835";"-5451";"-6006";"511";"44";;;;;"897";"3049"
"154";"20";"2009KW02";"40578";"33633";"15639";"15204";"435";"17550";"16842";"708";"444";"0";"1276";"3261";"971";"1401";"0";"889";"720";"235";"21";"464";"244";"211";"33";"1444";"949";"23";"472";"43362";"4751";"3417";"1334";"3388";"627";"619";"2847";"-2228";"8";"2228";"64";"2900";"2900";"0";"4921";"3383";"0";"3383";"1538";"0";"1538";"1244";"318";"926";"21206";"21883";"855";"-2097";"-306";"-1791";"565";"1534";"788";"746";"499";"27";"0";"472";"-2784";"40578";"-43362";"-2093";"-2784";"627";"64";;;;;"973";"2914"
"155";"20";"2009KW03";"34624";"28773";"15011";"14592";"419";"13253";"12582";"671";"509";"0";"1162";"2377";"898";"724";"0";"755";"613";"209";"17";"387";"301";"301";"0";"1398";"933";"22";"443";"43883";"3878";"2634";"1244";"3294";"518";"510";"2767";"-2257";"8";"2257";"71";"2907";"2907";"0";"4851";"3417";"0";"3417";"1434";"0";"1434";"1119";"329";"790";"21399";"19487";"727";"594";"65";"529";"591";"3119";"889";"2230";"470";"27";"0";"443";"-9259";"34624";"-43883";"-8670";"-9259";"518";"71";;;;;"900";"2921"
"156";"20";"2009KW04";"44886";"36082";"17528";"16963";"565";"18043";"17344";"699";"511";"0";"1281";"5070";"731";"1909";"0";"2430";"662";"247";"20";"395";"331";"301";"30";"1460";"968";"19";"473";"46382";"4692";"3360";"1332";"3766";"578";"570";"2845";"-2275";"8";"2275";"140";"2606";"2606";"0";"4782";"3387";"0";"3387";"1395";"0";"1395";"1695";"345";"1350";"22370";"19778";"928";"1156";"61";"1095";"508";"2978";"934";"2044";"500";"27";"0";"473";"-1496";"44886";"-46382";"-778";"-1496";"578";"140";;;;;"734";"2623"
"157";"20";"2009JJ00";"158917";"129542";"63458";"61598";"1860";"64271";"61489";"2782";"1813";"0";"4935";"15121";"3494";"4970";"0";"6657";"2536";"893";"75";"1568";"1078";"987";"91";"5705";"3780";"87";"1838";"178462";"17213";"12034";"5179";"13750";"2234";"2202";"11224";"-9022";"32";"9022";"319";"11446";"11446";"0";"19148";"13286";"0";"13286";"5862";"0";"5862";"5090";"1272";"3818";"88217";"80894";"3280";"1565";"229";"1336";"2478";"10076";"3395";"6681";"1947";"109";"0";"1838";"-19545";"158917";"-178462";"-16992";"-19545";"2234";"319";"10398";"2215";"6501";"1682";"3504";"11507"
"158";"20";"2010KW01";"39737";"31606";"15928";"15456";"472";"15321";"14567";"754";"357";"0";"1279";"4344";"553";"1086";"0";"2705";"725";"236";"11";"478";"353";"297";"56";"1430";"973";"20";"437";"46020";"3971";"2823";"1148";"3138";"520";"486";"2852";"-2366";"34";"2366";"33";"2670";"2670";"0";"4884";"3394";"0";"3394";"1490";"0";"1490";"1223";"335";"888";"24114";"21012";"715";"1767";"90";"1677";"620";"2636";"746";"1890";"465";"28";"0";"437";"-6283";"39737";"-46020";"-5730";"-6283";"520";"33";;;;;"550";"2685"
"159";"20";"2010KW02";"41865";"35405";"16463";"15987";"476";"18544";"17841";"703";"398";"0";"1340";"2574";"683";"940";"0";"951";"795";"267";"12";"516";"301";"251";"50";"1450";"990";"20";"440";"47058";"4884";"3677";"1207";"3225";"710";"677";"3009";"-2332";"33";"2332";"-6";"2650";"2650";"0";"5407";"3896";"0";"3896";"1511";"0";"1511";"1277";"305";"972";"24455";"22676";"716";"428";"22";"406";"635";"1655";"820";"835";"469";"29";"0";"440";"-5193";"41865";"-47058";"-4489";"-5193";"710";"-6";;;;;"679";"2668"
"160";"20";"2010KW03";"34612";"29107";"15291";"14900";"391";"13384";"12599";"785";"432";"0";"1219";"1749";"613";"350";"0";"786";"751";"232";"11";"508";"344";"294";"50";"1442";"974";"19";"449";"43169";"3961";"2834";"1127";"3146";"482";"448";"2811";"-2363";"34";"2363";"55";"2566";"2566";"0";"5043";"3599";"0";"3599";"1444";"0";"1444";"1353";"257";"1096";"22414";"20114";"716";"903";"46";"857";"681";"1311";"716";"595";"475";"26";"0";"449";"-8557";"34612";"-43169";"-8020";"-8557";"482";"55";;;;;"611";"2597"
"161";"20";"2010KW04";"48031";"38680";"18836";"18256";"580";"19310";"18574";"736";"534";"0";"1345";"5297";"664";"1829";"0";"2804";"825";"288";"12";"525";"403";"326";"77";"1481";"1012";"19";"450";"51077";"4821";"3613";"1208";"3583";"724";"690";"3076";"-2386";"34";"2386";"88";"2436";"2436";"0";"4790";"3378";"0";"3378";"1412";"0";"1412";"1646";"316";"1330";"21735";"19631";"718";"760";"38";"722";"626";"8391";"1226";"7165";"477";"27";"0";"450";"-3046";"48031";"-51077";"-2234";"-3046";"724";"88";;;;;"663";"2466"
"162";"20";"2010JJ00";"164245";"134798";"66518";"64599";"1919";"66559";"63581";"2978";"1721";"0";"5183";"13964";"2513";"4205";"0";"7246";"3096";"1023";"46";"2027";"1401";"1168";"233";"5803";"3949";"78";"1776";"187324";"17637";"12947";"4690";"13092";"2436";"2301";"11748";"-9447";"135";"9447";"170";"10322";"10322";"0";"20124";"14267";"0";"14267";"5857";"0";"5857";"5499";"1213";"4286";"92718";"83433";"2865";"3858";"196";"3662";"2562";"13993";"3508";"10485";"1886";"110";"0";"1776";"-23079";"164245";"-187324";"-20473";"-23079";"2436";"170";"10670";"2080";"7075";"1515";"2503";"10416"
"163";"20";"2011KW01";"41354";"32304";"15754";"15303";"451";"16203";"15425";"778";"347";"0";"1374";"5261";"587";"857";"0";"3817";"698";"240";"3";"455";"181";"165";"16";"1536";"1053";"19";"464";"45186";"3948";"2753";"1195";"2935";"752";"752";"3147";"-2395";"0";"2395";"35";"2407";"2407";"0";"5127";"3647";"0";"3647";"1480";"0";"1480";"1160";"309";"851";"23534";"20661";"528";"1495";"72";"1423";"850";"2396";"748";"1648";"497";"33";"0";"464";"-3832";"41354";"-45186";"-3045";"-3832";"752";"35";;;;;"584";"2434"
"164";"20";"2011KW02";"41965";"35355";"15615";"15158";"457";"19313";"18562";"751";"427";"0";"1372";"2578";"494";"812";"0";"1272";"751";"283";"3";"465";"335";"267";"68";"1574";"1054";"23";"497";"45784";"4781";"3548";"1233";"3107";"413";"413";"2815";"-2402";"0";"2402";"49";"2572";"2572";"0";"5458";"3948";"0";"3948";"1510";"0";"1510";"1458";"296";"1162";"23967";"22122";"648";"664";"72";"592";"533";"1046";"960";"86";"531";"34";"0";"497";"-3819";"41965";"-45784";"-3357";"-3819";"413";"49";;;;;"490";"2598"
"165";"20";"2011KW03";"36383";"30396";"15344";"14905";"439";"14702";"13943";"759";"350";"0";"1330";"2136";"509";"523";"0";"1104";"676";"227";"9";"440";"329";"284";"45";"1516";"1036";"21";"459";"42121";"3891";"2738";"1153";"2992";"356";"356";"2746";"-2390";"0";"2390";"34";"2628";"2628";"0";"5368";"3904";"0";"3904";"1464";"0";"1464";"1307";"226";"1081";"21523";"19559";"581";"867";"72";"795";"516";"1145";"837";"308";"487";"28";"0";"459";"-5738";"36383";"-42121";"-5348";"-5738";"356";"34";;;;;"508";"2655"
"166";"20";"2011KW04";"41135";"33094";"17941";"17334";"607";"14741";"13999";"742";"412";"0";"1503";"3517";"614";"669";"0";"2234";"744";"257";"7";"480";"734";"276";"458";"1543";"1048";"14";"481";"44496";"4733";"3534";"1199";"3469";"513";"513";"2956";"-2443";"0";"2443";"-112";"2900";"2900";"0";"5186";"3752";"0";"3752";"1434";"0";"1434";"1281";"306";"975";"21705";"19147";"1076";"906";"73";"833";"576";"1868";"1076";"792";"510";"29";"0";"481";"-3361";"41135";"-44496";"-2960";"-3361";"513";"-112";;;;;"613";"2944"
"167";"20";"2011JJ00";"160837";"131149";"64654";"62700";"1954";"64959";"61929";"3030";"1536";"0";"5579";"13492";"2204";"2861";"0";"8427";"2869";"1007";"22";"1840";"1579";"992";"587";"6169";"4191";"77";"1901";"177587";"17353";"12573";"4780";"12503";"2034";"2034";"11664";"-9630";"0";"9630";"6";"10507";"10507";"0";"21139";"15251";"0";"15251";"5888";"0";"5888";"5206";"1137";"4069";"90729";"81489";"2833";"3932";"289";"3643";"2475";"6455";"3621";"2834";"2025";"124";"0";"1901";"-16750";"160837";"-177587";"-14710";"-16750";"2034";"6";"11941";"2136";"8232";"1573";"2195";"10631"
"168";"20";"2012KW01";"41653";"31584";"14888";"14474";"414";"16408";"15636";"772";"288";"0";"1334";"6380";"514";"1704";"0";"4162";"689";"284";"6";"399";"195";"183";"12";"1471";"1034";"15";"422";"45763";"3939";"2761";"1178";"2947";"92";"92";"2533";"-2441";"0";"2441";"54";"2404";"2404";"0";"5123";"3771";"0";"3771";"1352";"0";"1352";"1085";"302";"783";"24427";"21419";"603";"1757";"108";"1649";"648";"2799";"642";"2157";"452";"30";"0";"422";"-4110";"41653";"-45763";"-3964";"-4110";"92";"54";;;;;"511";"2465"
"169";"20";"2012KW02";"42227";"35204";"15126";"14783";"343";"19723";"18934";"789";"355";"0";"1371";"3173";"563";"888";"0";"1722";"832";"341";"7";"484";"172";"153";"19";"1475";"1022";"16";"437";"45986";"4768";"3470";"1298";"3036";"141";"141";"2595";"-2454";"0";"2454";"44";"2409";"2409";"0";"5331";"3928";"0";"3928";"1403";"0";"1403";"1351";"315";"1036";"24941";"22967";"569";"837";"45";"792";"568";"1049";"882";"167";"462";"25";"0";"437";"-3759";"42227";"-45986";"-3574";"-3759";"141";"44";;;;;"564";"2499"
"170";"20";"2012KW03";"35016";"29099";"14685";"14326";"359";"14073";"13290";"783";"341";"0";"1242";"2295";"507";"451";"0";"1337";"742";"290";"7";"445";"177";"147";"30";"1461";"1024";"16";"421";"41249";"3967";"2748";"1219";"2941";"311";"311";"2744";"-2433";"0";"2433";"56";"2363";"2363";"0";"4995";"3676";"0";"3676";"1319";"0";"1319";"1153";"260";"893";"21529";"19411";"743";"831";"66";"765";"544";"1053";"905";"148";"448";"27";"0";"421";"-6233";"35016";"-41249";"-5866";"-6233";"311";"56";;;;;"512";"2464"
"171";"20";"2012KW04";"39097";"30618";"18540";"17665";"875";"11680";"11009";"671";"398";"0";"1420";"4450";"514";"639";"0";"3297";"819";"321";"6";"492";"280";"235";"45";"1510";"1064";"16";"430";"43573";"4883";"3635";"1248";"3330";"485";"485";"2968";"-2483";"0";"2483";"-73";"2617";"2617";"0";"5105";"3807";"0";"3807";"1298";"0";"1298";"1186";"209";"977";"21902";"19535";"972";"748";"38";"710";"647";"1201";"762";"439";"454";"24";"0";"430";"-4476";"39097";"-43573";"-4064";"-4476";"485";"-73";;;;;"514";"2737"
"172";"20";"2012JJ00";"157993";"126505";"63239";"61248";"1991";"61884";"58869";"3015";"1382";"0";"5367";"16298";"2098";"3682";"0";"10518";"3082";"1236";"26";"1820";"824";"718";"106";"5917";"4144";"63";"1710";"176571";"17557";"12614";"4943";"12254";"1029";"1029";"10840";"-9811";"0";"9811";"81";"9793";"9793";"0";"20554";"15182";"0";"15182";"5372";"0";"5372";"4775";"1086";"3689";"92799";"83332";"2887";"4173";"257";"3916";"2407";"6102";"3191";"2911";"1816";"106";"0";"1710";"-18578";"157993";"-176571";"-17468";"-18578";"1029";"81";"14586";"2365";"10400";"1821";"2101";"10165"
"173";"20";"2013KW01";"43745";"32303";"15887";"15202";"685";"16060";"15299";"761";"356";"0";"1362";"7626";"365";"2611";"0";"4650";"748";"346";"8";"394";"184";"140";"44";"1522";"1081";"3";"438";"41306";"4851";"3340";"1511";"3281";"64";"64";"2624";"-2560";"0";"2560";"-3778";"2291";"2291";"0";"5024";"3711";"0";"3711";"1313";"0";"1313";"860";"270";"590";"21786";"19000";"488";"1767";"114";"1653";"531";"3890";"723";"3167";"477";"39";"0";"438";"2439";"43745";"-41306";"-1275";"2439";"64";"-3778";;;;;"363";"2423"
"174";"20";"2013KW02";"43507";"35714";"16124";"15437";"687";"19157";"18378";"779";"433";"0";"1353";"3830";"395";"1342";"0";"2093";"861";"411";"8";"442";"212";"162";"50";"1537";"1085";"3";"449";"43788";"5922";"4366";"1556";"3376";"105";"105";"2752";"-2647";"0";"2647";"43";"2310";"2310";"0";"5349";"3999";"0";"3999";"1350";"0";"1350";"1021";"267";"754";"21732";"19788";"317";"1060";"68";"992";"567";"799";"568";"231";"484";"35";"0";"449";"-281";"43507";"-43788";"-133";"-281";"105";"43";;;;;"396";"2427"
"175";"20";"2013KW03";"36891";"30787";"15588";"14881";"707";"14704";"13956";"748";"495";"0";"1271";"2301";"406";"435";"0";"1460";"775";"377";"3";"395";"244";"190";"54";"1513";"1079";"2";"432";"40452";"4735";"3327";"1408";"3329";"146";"146";"2693";"-2547";"0";"2547";"44";"2326";"2326";"0";"5225";"3941";"0";"3941";"1284";"0";"1284";"894";"193";"701";"19844";"17187";"982";"1066";"69";"997";"609";"897";"618";"279";"465";"33";"0";"432";"-3561";"36891";"-40452";"-3371";"-3561";"146";"44";;;;;"406";"2416"
"176";"20";"2013KW04";"40139";"31265";"18607";"17886";"721";"12212";"11452";"760";"446";"0";"1415";"4483";"379";"923";"0";"3181";"1107";"426";"8";"673";"340";"273";"67";"1529";"1099";"4";"426";"43526";"5640";"4237";"1403";"3463";"-49";"-49";"2524";"-2573";"0";"2573";"-130";"2280";"2280";"0";"5405";"4191";"0";"4191";"1214";"0";"1214";"1014";"227";"787";"21321";"19002";"950";"851";"9";"842";"518";"1550";"933";"617";"459";"33";"0";"426";"-3387";"40139";"-43526";"-3566";"-3387";"-49";"-130";;;;;"378";"2366"
"177";"20";"2013JJ00";"164282";"130069";"66206";"63406";"2800";"62133";"59085";"3048";"1730";"0";"5401";"18240";"1545";"5311";"0";"11384";"3491";"1560";"27";"1904";"980";"765";"215";"6101";"4344";"12";"1745";"169072";"21148";"15270";"5878";"13449";"266";"266";"10593";"-10327";"0";"10327";"-3821";"9207";"9207";"0";"21003";"15842";"0";"15842";"5161";"0";"5161";"3789";"957";"2832";"84683";"74977";"2737";"4744";"260";"4484";"2225";"7136";"2842";"4294";"1885";"140";"0";"1745";"-4790";"164282";"-169072";"-8345";"-4790";"266";"-3821";"15372";"2331";"11261";"1780";"1543";"9632"
"178";"20";"2014KW01";"44153";"34261";"17033";"15792";"1241";"16911";"16089";"822";"317";"0";"1312";"5006";"394";"1712";"0";"2900";"849";"351";"9";"489";"1191";"142";"1049";"1534";"1129";"2";"403";"45267";"4856";"3432";"1424";"3317";"146";"146";"2730";"-2584";"0";"2584";"-148";"2277";"2277";"0";"4734";"3395";"0";"3395";"1339";"0";"1339";"880";"142";"738";"23639";"19933";"524";"2289";"343";"1946";"893";"2526";"500";"2026";"456";"40";"13";"403";"-1114";"44153";"-45267";"-1116";"-1114";"146";"-148";;;;;"393";"2367"
"179";"20";"2014KW02";"45924";"38896";"17344";"16094";"1250";"21195";"20313";"882";"357";"0";"1388";"2914";"391";"1201";"0";"1322";"914";"425";"7";"482";"255";"213";"42";"1557";"1106";"2";"449";"45711";"5785";"4272";"1513";"3375";"22";"22";"2621";"-2599";"0";"2599";"-94";"2303";"2303";"0";"5222";"3851";"0";"3851";"1371";"0";"1371";"1148";"261";"887";"23835";"21524";"560";"1327";"199";"1128";"424";"1016";"558";"458";"500";"37";"14";"449";"213";"45924";"-45711";"141";"213";"22";"-94";;;;;"391";"2398"
"180";"20";"2014KW03";"38220";"32572";"15912";"14656";"1256";"16292";"15424";"868";"368";"0";"1316";"1733";"373";"328";"0";"1032";"843";"375";"10";"458";"250";"218";"32";"1506";"1097";"1";"408";"41509";"4759";"3360";"1399";"3324";"85";"85";"2670";"-2585";"0";"2585";"-160";"2183";"2183";"0";"4970";"3646";"0";"3646";"1324";"0";"1324";"1025";"352";"673";"21234";"19152";"566";"778";"117";"661";"738";"1050";"560";"490";"454";"33";"13";"408";"-3289";"38220";"-41509";"-3364";"-3289";"85";"-160";;;;;"373";"2283"
"181";"20";"2014KW04";"40425";"32654";"19499";"18167";"1332";"12672";"11845";"827";"483";"0";"1461";"3455";"361";"749";"0";"2345";"922";"438";"17";"467";"361";"265";"96";"1572";"1118";"1";"453";"43311";"6116";"4522";"1594";"3399";"103";"103";"2782";"-2679";"0";"2679";"-131";"2246";"2246";"0";"5040";"3790";"0";"3790";"1250";"0";"1250";"851";"162";"689";"21264";"18217";"990";"1738";"160";"1578";"319";"1237";"846";"391";"507";"40";"14";"453";"-2886";"40425";"-43311";"-2914";"-2886";"103";"-131";;;;;"363";"2345"
"182";"20";"2014JJ00";"168722";"138383";"69788";"64709";"5079";"67070";"63671";"3399";"1525";"0";"5477";"13108";"1519";"3990";"0";"7599";"3528";"1589";"43";"1896";"2057";"838";"1219";"6169";"4450";"6";"1713";"175798";"21516";"15586";"5930";"13415";"356";"356";"10803";"-10447";"0";"10447";"-533";"9009";"9009";"0";"19966";"14682";"0";"14682";"5284";"0";"5284";"3904";"917";"2987";"89972";"78826";"2640";"6132";"819";"5313";"2374";"5829";"2464";"3365";"1917";"150";"54";"1713";"-7076";"168722";"-175798";"-7253";"-7076";"356";"-533";"10387";"1618";"7482";"1287";"1520";"9393"
"183";"20";"2015KW01";"44900";"37442";"16904";"16169";"735";"20178";"19340";"838";"360";"0";"1355";"3418";"345";"755";"0";"2318";"800";"374";"14";"412";"354";"319";"35";"1531";"1142";"0";"389";"47697";"4926";"3495";"1431";"3351";"91";"91";"2704";"-2613";"0";"2613";"-293";"2102";"2102";"0";"4833";"3461";"0";"3461";"1372";"0";"1372";"871";"201";"670";"25902";"21975";"684";"2384";"353";"2031";"859";"2881";"655";"2226";"420";"31";"0";"389";"-2797";"44900";"-47697";"-2999";"-2797";"91";"-293";;;;;"353";"2214"
"184";"20";"2015KW02";"48138";"41729";"16991";"16227";"764";"24369";"23471";"898";"369";"0";"1302";"2151";"327";"1267";"0";"557";"845";"413";"18";"414";"529";"496";"33";"1582";"1160";"1";"421";"48005";"5970";"4480";"1490";"3380";"548";"548";"3180";"-2632";"0";"2632";"-303";"2091";"2091";"0";"5050";"3620";"0";"3620";"1430";"0";"1430";"927";"218";"709";"25937";"23642";"536";"1284";"191";"1093";"475";"1319";"685";"634";"454";"33";"0";"421";"133";"48138";"-48005";"378";"133";"548";"-303";;;;;"335";"2199"
"185";"20";"2015KW03";"38025";"32663";"16470";"15729";"741";"15827";"15024";"803";"366";"0";"1357";"1196";"314";"458";"0";"424";"891";"451";"26";"414";"389";"262";"127";"1529";"1151";"1";"377";"43236";"4895";"3532";"1363";"3122";"263";"263";"2899";"-2636";"0";"2636";"-305";"2054";"2054";"0";"5165";"3771";"0";"3771";"1394";"0";"1394";"1023";"308";"715";"22797";"21057";"561";"664";"106";"558";"515";"1179";"715";"464";"407";"30";"0";"377";"-5211";"38025";"-43236";"-5253";"-5211";"263";"-305";;;;;"312";"2134"
"186";"20";"2015KW04";"40903";"34789";"20381";"19145";"1236";"13889";"13014";"875";"519";"0";"1756";"1539";"303";"146";"0";"1090";"757";"430";"32";"295";"460";"385";"75";"1602";"1169";"2";"431";"45645";"6114";"4679";"1435";"3499";"244";"244";"2945";"-2701";"0";"2701";"-305";"2022";"2022";"0";"4595";"3255";"0";"3255";"1340";"0";"1340";"1046";"209";"837";"23050";"19861";"942";"1685";"128";"1557";"562";"2204";"865";"1339";"475";"44";"0";"431";"-4742";"40903";"-45645";"-4803";"-4742";"244";"-305";;;;;"302";"2097"
"187";"20";"2015JJ00";"171966";"146623";"70746";"67270";"3476";"74263";"70849";"3414";"1614";"0";"5770";"8304";"1289";"2626";"0";"4389";"3293";"1668";"90";"1535";"1732";"1462";"270";"6244";"4622";"4";"1618";"184583";"21905";"16186";"5719";"13352";"1146";"1146";"11728";"-10582";"0";"10582";"-1206";"8269";"8269";"0";"19643";"14107";"0";"14107";"5536";"0";"5536";"3867";"936";"2931";"97686";"86535";"2723";"6017";"778";"5239";"2411";"7583";"2920";"4663";"1756";"138";"0";"1618";"-12617";"171966";"-184583";"-12677";"-12617";"1146";"-1206";"5262";"390";"4268";"604";"1302";"8644"
"188";"20";"2016KW01";"45237";"39628";"18146";"17262";"884";"21101";"20229";"872";"381";"0";"1381";"1500";"291";"284";"0";"925";"941";"392";"7";"542";"228";"151";"77";"1559";"1168";"1";"390";"48927";"4986";"3577";"1409";"3442";"189";"109";"2768";"-2659";"80";"2659";"-23";"1949";"1949";"0";"5022";"3508";"0";"3508";"1514";"0";"1514";"813";"147";"666";"26185";"22696";"668";"2058";"292";"1766";"763";"3281";"585";"2696";"424";"34";"0";"390";"-3690";"45237";"-48927";"-3524";"-3690";"189";"-23";;;;;"295";"2035"
"189";"20";"2016KW02";"48516";"42350";"18231";"17336";"895";"23718";"22836";"882";"401";"0";"1303";"2010";"255";"1397";"0";"358";"917";"459";"12";"446";"299";"271";"28";"1637";"1197";"0";"440";"47508";"6099";"4602";"1497";"3423";"178";"178";"2840";"-2662";"0";"2662";"9";"1924";"1924";"0";"5316";"3737";"0";"3737";"1579";"0";"1579";"1150";"309";"841";"25467";"23630";"524";"860";"121";"739";"453";"806";"579";"227";"474";"34";"0";"440";"1008";"48516";"-47508";"1195";"1008";"178";"9";;;;;"263";"2005"
"190";"20";"2016KW03";"40821";"35885";"17788";"16894";"894";"17538";"16636";"902";"559";"0";"1370";"879";"252";"372";"0";"255";"842";"402";"7";"433";"260";"177";"83";"1585";"1204";"0";"381";"43961";"5010";"3632";"1378";"3243";"286";"286";"2970";"-2684";"0";"2684";"-15";"1803";"1803";"0";"5377";"3824";"0";"3824";"1553";"0";"1553";"1129";"331";"798";"23334";"20968";"548";"1341";"196";"1145";"477";"695";"578";"117";"415";"34";"0";"381";"-3140";"40821";"-43961";"-2869";"-3140";"286";"-15";;;;;"254";"1888"
"191";"20";"2016KW04";"44261";"37959";"21922";"21016";"906";"15533";"14730";"803";"504";"0";"1744";"1440";"289";"343";"0";"808";"1150";"500";"80";"570";"306";"211";"95";"1662";"1206";"3";"453";"43796";"6322";"4816";"1506";"3612";"230";"230";"2967";"-2737";"0";"2737";"-17";"1859";"1859";"0";"5018";"3512";"0";"3512";"1506";"0";"1506";"1380";"408";"972";"20855";"21264";"921";"-2036";"-993";"-1043";"706";"1310";"811";"499";"490";"37";"0";"453";"465";"44261";"-43796";"678";"465";"230";"-17";;;;;"287";"1932"
