"ID";"RegioS";"Perioden";"GrijzeDruk_24"
"20586";"GM0291";"2020JJ00";
"20615";"GM0869";"2020JJ00";
"20644";"GM0629";"2020JJ00";"50.9"
"20673";"GM0630";"2020JJ00";
"20702";"GM0852";"2020JJ00";"45.9"
"20731";"GM0188";"2020JJ00";
"20760";"GM0988";"2020JJ00";"40.9"
"20789";"GM0457";"2020JJ00";"34.3"
"20818";"GM0292";"2020JJ00";
"20847";"GM0870";"2020JJ00";
"20876";"GM0459";"2020JJ00";
"20905";"GM1960";"2020JJ00";"34.5"
"20934";"GM0668";"2020JJ00";"36.1"
"20963";"GM0134";"2020JJ00";
"20992";"GM0871";"2020JJ00";
"21021";"GM0558";"2020JJ00";
"21050";"GM1969";"2020JJ00";"37.1"
"21079";"GM0725";"2020JJ00";
"21108";"GM1701";"2020JJ00";"54.4"
"21137";"GM0293";"2020JJ00";"34"
"21166";"GM1950";"2020JJ00";"48.8"
"21195";"GM0726";"2020JJ00";
"21224";"GM1783";"2020JJ00";"33.5"
"21253";"GM0098";"2020JJ00";"43.6"
"21282";"GM0614";"2020JJ00";"48.8"
"21311";"GM0189";"2020JJ00";"38.8"
"21340";"GM0462";"2020JJ00";
"21369";"GM0463";"2020JJ00";
"21398";"GM0296";"2020JJ00";"37.5"
"21427";"GM1696";"2020JJ00";"43.7"
"21456";"GM0190";"2020JJ00";
"21485";"GM0135";"2020JJ00";
"21514";"GM0352";"2020JJ00";"35.1"
"21543";"GM0872";"2020JJ00";
"21572";"GM0052";"2020JJ00";
"21601";"GM0053";"2020JJ00";
"21630";"GM0294";"2020JJ00";"42"
"21659";"GM0295";"2020JJ00";
"21688";"GM0990";"2020JJ00";
"21717";"GM0873";"2020JJ00";"43.4"
"21746";"GM0632";"2020JJ00";"33.6"
"21775";"GM0466";"2020JJ00";
"21804";"GM1690";"2020JJ00";"44.1"
"21833";"GM0880";"2020JJ00";"42.1"
"21862";"GM0351";"2020JJ00";"35.3"
"21891";"GM0874";"2020JJ00";
"21920";"GM0875";"2020JJ00";
"21949";"GM0710";"2020JJ00";
"21978";"GM0683";"2020JJ00";
"22007";"GM0479";"2020JJ00";"30.9"
"22036";"GM0297";"2020JJ00";"32.1"
"22065";"GM0473";"2020JJ00";"47.2"
"22094";"GM0707";"2020JJ00";
"22123";"GM0478";"2020JJ00";
"22152";"GM0050";"2020JJ00";"21.4"
"22181";"GM0355";"2020JJ00";"38"
"22210";"GM0298";"2020JJ00";
"22239";"GM0299";"2020JJ00";"43.9"
"22268";"GM0878";"2020JJ00";
"22297";"GM1666";"2020JJ00";
"22326";"GM0732";"2020JJ00";
"22355";"GM0476";"2020JJ00";
"22384";"GM0637";"2020JJ00";"33"
"22413";"GM0638";"2020JJ00";"36.2"
"22442";"GM0056";"2020JJ00";
"22471";"GM0136";"2020JJ00";
"22500";"GM1892";"2020JJ00";"32.5"
"22529";"GM0137";"2020JJ00";
"22558";"GM0879";"2020JJ00";"37.7"
"22587";"GM0301";"2020JJ00";"39.2"
"22616";"GM1896";"2020JJ00";"31.1"
"22645";"GM0192";"2020JJ00";
"22674";"GM0138";"2020JJ00";
"22703";"GM0642";"2020JJ00";"40.8"
"22732";"GM0193";"2020JJ00";"26.3"
