"Perioden";"Leeftijd";"Totaal mannen en vrouwen";"Mannen";"Vrouwen"
"1988";"Totaal";"14714948";"7273611";"7441337"
"1988";"0 jaar";"185917";"95322";"90595"
"1988";"1 jaar";"184173";"93612";"90561"
"1988";"2 jaar";"178994";"91318";"87676"
"1988";"3 jaar";"175743";"90031";"85712"
"1988";"4 jaar";"171390";"87501";"83889"
"1988";"5 jaar";"173149";"88588";"84561"
"1988";"6 jaar";"179279";"91325";"87954"
"1988";"7 jaar";"182482";"93450";"89032"
"1988";"8 jaar";"177254";"90549";"86705"
"1988";"9 jaar";"178279";"91244";"87035"
"1988";"10 jaar";"176401";"90194";"86207"
"1988";"11 jaar";"180149";"92552";"87597"
"1988";"12 jaar";"182392";"93234";"89158"
"1988";"13 jaar";"191976";"98198";"93778"
"1988";"14 jaar";"201130";"102738";"98392"
"1988";"15 jaar";"220650";"112361";"108289"
"1988";"16 jaar";"234758";"120170";"114588"
"1988";"17 jaar";"246903";"126141";"120762"
"1988";"18 jaar";"255820";"130728";"125092"
"1988";"19 jaar";"245472";"124906";"120566"
"1988";"20 jaar";"245989";"125569";"120420"
"1988";"21 jaar";"248613";"126587";"122026"
"1988";"22 jaar";"254511";"129868";"124643"
"1988";"23 jaar";"261497";"133737";"127760"
"1988";"24 jaar";"259515";"132703";"126812"
"1988";"25 jaar";"256491";"130873";"125618"
"1988";"26 jaar";"256733";"130887";"125846"
"1988";"27 jaar";"250537";"128279";"122258"
"1988";"28 jaar";"250781";"127960";"122821"
"1988";"29 jaar";"244640";"124695";"119945"
"1988";"30 jaar";"241408";"122987";"118421"
"1988";"31 jaar";"238627";"121863";"116764"
"1988";"32 jaar";"234290";"118844";"115446"
"1988";"33 jaar";"232553";"118732";"113821"
"1988";"34 jaar";"230465";"117589";"112876"
"1988";"35 jaar";"231630";"118413";"113217"
"1988";"36 jaar";"225189";"115305";"109884"
"1988";"37 jaar";"227166";"116390";"110776"
"1988";"38 jaar";"231485";"118734";"112751"
"1988";"39 jaar";"240209";"123565";"116644"
"1988";"40 jaar";"253850";"130079";"123771"
"1988";"41 jaar";"263039";"135439";"127600"
"1988";"42 jaar";"189934";"97686";"92248"
"1988";"43 jaar";"199452";"102551";"96901"
"1988";"44 jaar";"189606";"97740";"91866"
"1988";"45 jaar";"175256";"90486";"84770"
"1988";"46 jaar";"167468";"86257";"81211"
"1988";"47 jaar";"171965";"88313";"83652"
"1988";"48 jaar";"166073";"84680";"81393"
"1988";"49 jaar";"163189";"83403";"79786"
"1988";"50 jaar";"153954";"78307";"75647"
"1988";"51 jaar";"153255";"77900";"75355"
"1988";"52 jaar";"150082";"75925";"74157"
"1988";"53 jaar";"148998";"74957";"74041"
"1988";"54 jaar";"145963";"73133";"72830"
"1988";"55 jaar";"149634";"74479";"75155"
"1988";"56 jaar";"146269";"72298";"73971"
"1988";"57 jaar";"148482";"73215";"75267"
"1988";"58 jaar";"141514";"69011";"72503"
"1988";"59 jaar";"140641";"67898";"72743"
"1988";"60 jaar";"135229";"65014";"70215"
"1988";"61 jaar";"134872";"64274";"70598"
"1988";"62 jaar";"133276";"62851";"70425"
"1988";"63 jaar";"133442";"62097";"71345"
"1988";"64 jaar";"134798";"62648";"72150"
"1988";"65 jaar";"129033";"59464";"69569"
"1988";"66 jaar";"127903";"58185";"69718"
"1988";"67 jaar";"127498";"57546";"69952"
"1988";"68 jaar";"105182";"47164";"58018"
"1988";"69 jaar";"99838";"43940";"55898"
"1988";"70 jaar";"100168";"43512";"56656"
"1988";"71 jaar";"97803";"41854";"55949"
"1988";"72 jaar";"93379";"39443";"53936"
"1988";"73 jaar";"94818";"39409";"55409"
"1988";"74 jaar";"89894";"36595";"53299"
"1988";"75 jaar";"85124";"33937";"51187"
"1988";"76 jaar";"76352";"29452";"46900"
"1988";"77 jaar";"73053";"27576";"45477"
"1988";"78 jaar";"70108";"25698";"44410"
"1988";"79 jaar";"64111";"22919";"41192"
"1988";"80 jaar";"58731";"20476";"38255"
"1988";"81 jaar";"52888";"17882";"35006"
"1988";"82 jaar";"47838";"15762";"32076"
"1988";"83 jaar";"42905";"13972";"28933"
"1988";"84 jaar";"37272";"11809";"25463"
"1988";"85 jaar";"32803";"10154";"22649"
"1988";"86 jaar";"27929";"8411";"19518"
"1988";"87 jaar";"22606";"6641";"15965"
"1988";"88 jaar";"19012";"5520";"13492"
"1988";"89 jaar";"15434";"4382";"11052"
"1988";"90 jaar";"12499";"3541";"8958"
"1988";"91 jaar";"10052";"2805";"7247"
"1988";"92 jaar";"7385";"2046";"5339"
"1988";"93 jaar";"5528";"1462";"4066"
"1988";"94 jaar";"4268";"1220";"3048"
"1988";"95 jaar of ouder";"8653";"2451";"6202"
"1988";"95 jaar";".";".";"."
"1988";"96 jaar";".";".";"."
"1988";"97 jaar";".";".";"."
"1988";"98 jaar";".";".";"."
"1988";"99 jaar";".";".";"."
"1988";"100 jaar";".";".";"."
"1988";"101 jaar";".";".";"."
"1988";"102 jaar";".";".";"."
"1988";"103 jaar";".";".";"."
"1988";"104 jaar";".";".";"."
"1988";"105 jaar of ouder";".";".";"."
"1989";"Totaal";"14805240";"7316590";"7488650"
"1989";"0 jaar";"185791";"94945";"90846"
"1989";"1 jaar";"186451";"95581";"90870"
"1989";"2 jaar";"184849";"93931";"90918"
"1989";"3 jaar";"179523";"91586";"87937"
"1989";"4 jaar";"176209";"90285";"85924"
"1989";"5 jaar";"171816";"87682";"84134"
"1989";"6 jaar";"173419";"88697";"84722"
"1989";"7 jaar";"179517";"91440";"88077"
"1989";"8 jaar";"182842";"93623";"89219"
"1989";"9 jaar";"177605";"90701";"86904"
"1989";"10 jaar";"178724";"91444";"87280"
"1989";"11 jaar";"176899";"90457";"86442"
"1989";"12 jaar";"180571";"92800";"87771"
"1989";"13 jaar";"182857";"93498";"89359"
"1989";"14 jaar";"192515";"98549";"93966"
"1989";"15 jaar";"201890";"103116";"98774"
"1989";"16 jaar";"221450";"112711";"108739"
"1989";"17 jaar";"235982";"120695";"115287"
"1989";"18 jaar";"248400";"126741";"121659"
"1989";"19 jaar";"257391";"131373";"126018"
"1989";"20 jaar";"246999";"125455";"121544"
"1989";"21 jaar";"247176";"126043";"121133"
"1989";"22 jaar";"250003";"127340";"122663"
"1989";"23 jaar";"255859";"130749";"125110"
"1989";"24 jaar";"262798";"134497";"128301"
"1989";"25 jaar";"260664";"133438";"127226"
"1989";"26 jaar";"257436";"131372";"126064"
"1989";"27 jaar";"257377";"131241";"126136"
"1989";"28 jaar";"251265";"128615";"122650"
"1989";"29 jaar";"251419";"128298";"123121"
"1989";"30 jaar";"244994";"124920";"120074"
"1989";"31 jaar";"241512";"123080";"118432"
"1989";"32 jaar";"238982";"122044";"116938"
"1989";"33 jaar";"234538";"118922";"115616"
"1989";"34 jaar";"232617";"118739";"113878"
"1989";"35 jaar";"230606";"117659";"112947"
"1989";"36 jaar";"231716";"118380";"113336"
"1989";"37 jaar";"225211";"115265";"109946"
"1989";"38 jaar";"227198";"116329";"110869"
"1989";"39 jaar";"231371";"118575";"112796"
"1989";"40 jaar";"239977";"123394";"116583"
"1989";"41 jaar";"253573";"129889";"123684"
"1989";"42 jaar";"262633";"135149";"127484"
"1989";"43 jaar";"189619";"97434";"92185"
"1989";"44 jaar";"198999";"102192";"96807"
"1989";"45 jaar";"189166";"97429";"91737"
"1989";"46 jaar";"174803";"90148";"84655"
"1989";"47 jaar";"167064";"85967";"81097"
"1989";"48 jaar";"171399";"87929";"83470"
"1989";"49 jaar";"165497";"84314";"81183"
"1989";"50 jaar";"162451";"82915";"79536"
"1989";"51 jaar";"153190";"77755";"75435"
"1989";"52 jaar";"152404";"77282";"75122"
"1989";"53 jaar";"149193";"75280";"73913"
"1989";"54 jaar";"148233";"74372";"73861"
"1989";"55 jaar";"145042";"72511";"72531"
"1989";"56 jaar";"148419";"73690";"74729"
"1989";"57 jaar";"145262";"71600";"73662"
"1989";"58 jaar";"147291";"72404";"74887"
"1989";"59 jaar";"140263";"68176";"72087"
"1989";"60 jaar";"139171";"66893";"72278"
"1989";"61 jaar";"133746";"64020";"69726"
"1989";"62 jaar";"133289";"63185";"70104"
"1989";"63 jaar";"131546";"61685";"69861"
"1989";"64 jaar";"131561";"60848";"70713"
"1989";"65 jaar";"132533";"61107";"71426"
"1989";"66 jaar";"126793";"57983";"68810"
"1989";"67 jaar";"125495";"56568";"68927"
"1989";"68 jaar";"124803";"55760";"69043"
"1989";"69 jaar";"102767";"45581";"57186"
"1989";"70 jaar";"97348";"42354";"54994"
"1989";"71 jaar";"97397";"41774";"55623"
"1989";"72 jaar";"94759";"39927";"54832"
"1989";"73 jaar";"90208";"37464";"52744"
"1989";"74 jaar";"91223";"37238";"53985"
"1989";"75 jaar";"86316";"34443";"51873"
"1989";"76 jaar";"81474";"31827";"49647"
"1989";"77 jaar";"72611";"27357";"45254"
"1989";"78 jaar";"69057";"25406";"43651"
"1989";"79 jaar";"65869";"23492";"42377"
"1989";"80 jaar";"59933";"20816";"39117"
"1989";"81 jaar";"54449";"18366";"36083"
"1989";"82 jaar";"48641";"15946";"32695"
"1989";"83 jaar";"43567";"13923";"29644"
"1989";"84 jaar";"38777";"12177";"26600"
"1989";"85 jaar";"33288";"10193";"23095"
"1989";"86 jaar";"28976";"8648";"20328"
"1989";"87 jaar";"24415";"7047";"17368"
"1989";"88 jaar";"19474";"5518";"13956"
"1989";"89 jaar";"16195";"4591";"11604"
"1989";"90 jaar";"12889";"3563";"9326"
"1989";"91 jaar";"10230";"2789";"7441"
"1989";"92 jaar";"8045";"2179";"5866"
"1989";"93 jaar";"5825";"1571";"4254"
"1989";"94 jaar";"4297";"1087";"3210"
"1989";"95 jaar of ouder";"9353";"2618";"6735"
"1989";"95 jaar";".";".";"."
"1989";"96 jaar";".";".";"."
"1989";"97 jaar";".";".";"."
"1989";"98 jaar";".";".";"."
"1989";"99 jaar";".";".";"."
"1989";"100 jaar";".";".";"."
"1989";"101 jaar";".";".";"."
"1989";"102 jaar";".";".";"."
"1989";"103 jaar";".";".";"."
"1989";"104 jaar";".";".";"."
"1989";"105 jaar of ouder";".";".";"."
"1990";"Totaal";"14892574";"7358482";"7534092"
"1990";"0 jaar";"187501";"95512";"91989"
"1990";"1 jaar";"186372";"95236";"91136"
"1990";"2 jaar";"187262";"95965";"91297"
"1990";"3 jaar";"185773";"94400";"91373"
"1990";"4 jaar";"180192";"91932";"88260"
"1990";"5 jaar";"176810";"90517";"86293"
"1990";"6 jaar";"172457";"88022";"84435"
"1990";"7 jaar";"174256";"89140";"85116"
"1990";"8 jaar";"180266";"91787";"88479"
"1990";"9 jaar";"183606";"94038";"89568"
"1990";"10 jaar";"178322";"91080";"87242"
"1990";"11 jaar";"179469";"91839";"87630"
"1990";"12 jaar";"177640";"90884";"86756"
"1990";"13 jaar";"181323";"93215";"88108"
"1990";"14 jaar";"183620";"93881";"89739"
"1990";"15 jaar";"193557";"99103";"94454"
"1990";"16 jaar";"203076";"103612";"99464"
"1990";"17 jaar";"222896";"113344";"109552"
"1990";"18 jaar";"237737";"121451";"116286"
"1990";"19 jaar";"250070";"127538";"122532"
"1990";"20 jaar";"258917";"132129";"126788"
"1990";"21 jaar";"248212";"126143";"122069"
"1990";"22 jaar";"248231";"126716";"121515"
"1990";"23 jaar";"251239";"128175";"123064"
"1990";"24 jaar";"257172";"131746";"125426"
"1990";"25 jaar";"263735";"135145";"128590"
"1990";"26 jaar";"261231";"133823";"127408"
"1990";"27 jaar";"257801";"131571";"126230"
"1990";"28 jaar";"257441";"131257";"126184"
"1990";"29 jaar";"251059";"128366";"122693"
"1990";"30 jaar";"251301";"128229";"123072"
"1990";"31 jaar";"245058";"124951";"120107"
"1990";"32 jaar";"241475";"122922";"118553"
"1990";"33 jaar";"238743";"121860";"116883"
"1990";"34 jaar";"234286";"118719";"115567"
"1990";"35 jaar";"232399";"118529";"113870"
"1990";"36 jaar";"230406";"117436";"112970"
"1990";"37 jaar";"231399";"118086";"113313"
"1990";"38 jaar";"224945";"115057";"109888"
"1990";"39 jaar";"227078";"116151";"110927"
"1990";"40 jaar";"231253";"118389";"112864"
"1990";"41 jaar";"239700";"123129";"116571"
"1990";"42 jaar";"253318";"129611";"123707"
"1990";"43 jaar";"262208";"134782";"127426"
"1990";"44 jaar";"189341";"97188";"92153"
"1990";"45 jaar";"198513";"101846";"96667"
"1990";"46 jaar";"188843";"97192";"91651"
"1990";"47 jaar";"174389";"89821";"84568"
"1990";"48 jaar";"166645";"85649";"80996"
"1990";"49 jaar";"171061";"87602";"83459"
"1990";"50 jaar";"165029";"83962";"81067"
"1990";"51 jaar";"161745";"82371";"79374"
"1990";"52 jaar";"152460";"77249";"75211"
"1990";"53 jaar";"151514";"76658";"74856"
"1990";"54 jaar";"148447";"74766";"73681"
"1990";"55 jaar";"147149";"73602";"73547"
"1990";"56 jaar";"144065";"71781";"72284"
"1990";"57 jaar";"147540";"73021";"74519"
"1990";"58 jaar";"143900";"70708";"73192"
"1990";"59 jaar";"145786";"71449";"74337"
"1990";"60 jaar";"138823";"67218";"71605"
"1990";"61 jaar";"137653";"65886";"71767"
"1990";"62 jaar";"132149";"62947";"69202"
"1990";"63 jaar";"131471";"62012";"69459"
"1990";"64 jaar";"129615";"60398";"69217"
"1990";"65 jaar";"129431";"59428";"70003"
"1990";"66 jaar";"130177";"59543";"70634"
"1990";"67 jaar";"124462";"56454";"68008"
"1990";"68 jaar";"122991";"54967";"68024"
"1990";"69 jaar";"121998";"53947";"68051"
"1990";"70 jaar";"100284";"43993";"56291"
"1990";"71 jaar";"94623";"40640";"53983"
"1990";"72 jaar";"94477";"39953";"54524"
"1990";"73 jaar";"91622";"37951";"53671"
"1990";"74 jaar";"86953";"35486";"51467"
"1990";"75 jaar";"87577";"35046";"52531"
"1990";"76 jaar";"82393";"32181";"50212"
"1990";"77 jaar";"77520";"29610";"47910"
"1990";"78 jaar";"68595";"25225";"43370"
"1990";"79 jaar";"64806";"23164";"41642"
"1990";"80 jaar";"61384";"21212";"40172"
"1990";"81 jaar";"55509";"18712";"36797"
"1990";"82 jaar";"49974";"16297";"33677"
"1990";"83 jaar";"44301";"13993";"30308"
"1990";"84 jaar";"39184";"12050";"27134"
"1990";"85 jaar";"34571";"10499";"24072"
"1990";"86 jaar";"29292";"8617";"20675"
"1990";"87 jaar";"25026";"7160";"17866"
"1990";"88 jaar";"20761";"5719";"15042"
"1990";"89 jaar";"16345";"4429";"11916"
"1990";"90 jaar";"13272";"3581";"9691"
"1990";"91 jaar";"10305";"2689";"7616"
"1990";"92 jaar";"8036";"2096";"5940"
"1990";"93 jaar";"6147";"1610";"4537"
"1990";"94 jaar";"4375";"1133";"3242"
"1990";"95 jaar of ouder";"9233";"2353";"6880"
"1990";"95 jaar";".";".";"."
"1990";"96 jaar";".";".";"."
"1990";"97 jaar";".";".";"."
"1990";"98 jaar";".";".";"."
"1990";"99 jaar";".";".";"."
"1990";"100 jaar";".";".";"."
"1990";"101 jaar";".";".";"."
"1990";"102 jaar";".";".";"."
"1990";"103 jaar";".";".";"."
"1990";"104 jaar";".";".";"."
"1990";"105 jaar of ouder";".";".";"."
"1991";"Totaal";"15010445";"7419501";"7590944"
"1991";"0 jaar";"197281";"101131";"96150"
"1991";"1 jaar";"188483";"96023";"92460"
"1991";"2 jaar";"187205";"95670";"91535"
"1991";"3 jaar";"187982";"96376";"91606"
"1991";"4 jaar";"186465";"94756";"91709"
"1991";"5 jaar";"180937";"92339";"88598"
"1991";"6 jaar";"177419";"90889";"86530"
"1991";"7 jaar";"173058";"88336";"84722"
"1991";"8 jaar";"174830";"89456";"85374"
"1991";"9 jaar";"180973";"92150";"88823"
"1991";"10 jaar";"184264";"94369";"89895"
"1991";"11 jaar";"178984";"91441";"87543"
"1991";"12 jaar";"180173";"92224";"87949"
"1991";"13 jaar";"178252";"91192";"87060"
"1991";"14 jaar";"182027";"93603";"88424"
"1991";"15 jaar";"184511";"94360";"90151"
"1991";"16 jaar";"194670";"99622";"95048"
"1991";"17 jaar";"204290";"104157";"100133"
"1991";"18 jaar";"224603";"114106";"110497"
"1991";"19 jaar";"239757";"122385";"117372"
"1991";"20 jaar";"252062";"128469";"123593"
"1991";"21 jaar";"260792";"133023";"127769"
"1991";"22 jaar";"250258";"127335";"122923"
"1991";"23 jaar";"250301";"128050";"122251"
"1991";"24 jaar";"253354";"129618";"123736"
"1991";"25 jaar";"259334";"133147";"126187"
"1991";"26 jaar";"265674";"136462";"129212"
"1991";"27 jaar";"262918";"134878";"128040"
"1991";"28 jaar";"259318";"132581";"126737"
"1991";"29 jaar";"258607";"132029";"126578"
"1991";"30 jaar";"252345";"129180";"123165"
"1991";"31 jaar";"252347";"128802";"123545"
"1991";"32 jaar";"245926";"125419";"120507"
"1991";"33 jaar";"242228";"123351";"118877"
"1991";"34 jaar";"239410";"122241";"117169"
"1991";"35 jaar";"234830";"119007";"115823"
"1991";"36 jaar";"232871";"118774";"114097"
"1991";"37 jaar";"230700";"117512";"113188"
"1991";"38 jaar";"231681";"118255";"113426"
"1991";"39 jaar";"225067";"115059";"110008"
"1991";"40 jaar";"227162";"116122";"111040"
"1991";"41 jaar";"231205";"118345";"112860"
"1991";"42 jaar";"239622";"122985";"116637"
"1991";"43 jaar";"253099";"129440";"123659"
"1991";"44 jaar";"261884";"134521";"127363"
"1991";"45 jaar";"188994";"96911";"92083"
"1991";"46 jaar";"198145";"101532";"96613"
"1991";"47 jaar";"188393";"96863";"91530"
"1991";"48 jaar";"173976";"89506";"84470"
"1991";"49 jaar";"166199";"85334";"80865"
"1991";"50 jaar";"170475";"87146";"83329"
"1991";"51 jaar";"164324";"83418";"80906"
"1991";"52 jaar";"160949";"81806";"79143"
"1991";"53 jaar";"151672";"76679";"74993"
"1991";"54 jaar";"150737";"76115";"74622"
"1991";"55 jaar";"147577";"74163";"73414"
"1991";"56 jaar";"146186";"72944";"73242"
"1991";"57 jaar";"143024";"71036";"71988"
"1991";"58 jaar";"146322";"72209";"74113"
"1991";"59 jaar";"142607";"69798";"72809"
"1991";"60 jaar";"144404";"70480";"73924"
"1991";"61 jaar";"137381";"66267";"71114"
"1991";"62 jaar";"136111";"64843";"71268"
"1991";"63 jaar";"130499";"61876";"68623"
"1991";"64 jaar";"129669";"60835";"68834"
"1991";"65 jaar";"127699";"59085";"68614"
"1991";"66 jaar";"127234";"57936";"69298"
"1991";"67 jaar";"127692";"57952";"69740"
"1991";"68 jaar";"122048";"54869";"67179"
"1991";"69 jaar";"120119";"53086";"67033"
"1991";"70 jaar";"119091";"52068";"67023"
"1991";"71 jaar";"97621";"42284";"55337"
"1991";"72 jaar";"91679";"38757";"52922"
"1991";"73 jaar";"91422";"38079";"53343"
"1991";"74 jaar";"88231";"35854";"52377"
"1991";"75 jaar";"83460";"33395";"50065"
"1991";"76 jaar";"83785";"32864";"50921"
"1991";"77 jaar";"78468";"30020";"48448"
"1991";"78 jaar";"73294";"27313";"45981"
"1991";"79 jaar";"64551";"23090";"41461"
"1991";"80 jaar";"60502";"20992";"39510"
"1991";"81 jaar";"56887";"19033";"37854"
"1991";"82 jaar";"51119";"16688";"34431"
"1991";"83 jaar";"45617";"14405";"31212"
"1991";"84 jaar";"39919";"12153";"27766"
"1991";"85 jaar";"34971";"10360";"24611"
"1991";"86 jaar";"30535";"8945";"21590"
"1991";"87 jaar";"25415";"7186";"18229"
"1991";"88 jaar";"21440";"5859";"15581"
"1991";"89 jaar";"17495";"4643";"12852"
"1991";"90 jaar";"13586";"3547";"10039"
"1991";"91 jaar";"10838";"2831";"8007"
"1991";"92 jaar";"8227";"2038";"6189"
"1991";"93 jaar";"6298";"1597";"4701"
"1991";"94 jaar";"4693";"1192";"3501"
"1991";"95 jaar of ouder";"9706";"2429";"7277"
"1991";"95 jaar";".";".";"."
"1991";"96 jaar";".";".";"."
"1991";"97 jaar";".";".";"."
"1991";"98 jaar";".";".";"."
"1991";"99 jaar";".";".";"."
"1991";"100 jaar";".";".";"."
"1991";"101 jaar";".";".";"."
"1991";"102 jaar";".";".";"."
"1991";"103 jaar";".";".";"."
"1991";"104 jaar";".";".";"."
"1991";"105 jaar of ouder";".";".";"."
"1992";"Totaal";"15129150";"7480422";"7648728"
"1992";"0 jaar";"197778";"101127";"96651"
"1992";"1 jaar";"197969";"101472";"96497"
"1992";"2 jaar";"189638";"96669";"92969"
"1992";"3 jaar";"187902";"96030";"91872"
"1992";"4 jaar";"188752";"96775";"91977"
"1992";"5 jaar";"187152";"95154";"91998"
"1992";"6 jaar";"181751";"92743";"89008"
"1992";"7 jaar";"178173";"91237";"86936"
"1992";"8 jaar";"173696";"88711";"84985"
"1992";"9 jaar";"175563";"89842";"85721"
"1992";"10 jaar";"181732";"92537";"89195"
"1992";"11 jaar";"185047";"94747";"90300"
"1992";"12 jaar";"179798";"91885";"87913"
"1992";"13 jaar";"180909";"92573";"88336"
"1992";"14 jaar";"179054";"91637";"87417"
"1992";"15 jaar";"182994";"94163";"88831"
"1992";"16 jaar";"185603";"94898";"90705"
"1992";"17 jaar";"195922";"100134";"95788"
"1992";"18 jaar";"205997";"104812";"101185"
"1992";"19 jaar";"226809";"114992";"111817"
"1992";"20 jaar";"241692";"123203";"118489"
"1992";"21 jaar";"253892";"129257";"124635"
"1992";"22 jaar";"262717";"134072";"128645"
"1992";"23 jaar";"252487";"128656";"123831"
"1992";"24 jaar";"252438";"129358";"123080"
"1992";"25 jaar";"255237";"130872";"124365"
"1992";"26 jaar";"261092";"134251";"126841"
"1992";"27 jaar";"267299";"137403";"129896"
"1992";"28 jaar";"264202";"135676";"128526"
"1992";"29 jaar";"260567";"133301";"127266"
"1992";"30 jaar";"259580";"132551";"127029"
"1992";"31 jaar";"253494";"129905";"123589"
"1992";"32 jaar";"253128";"129180";"123948"
"1992";"33 jaar";"246649";"125773";"120876"
"1992";"34 jaar";"242831";"123662";"119169"
"1992";"35 jaar";"239957";"122524";"117433"
"1992";"36 jaar";"235324";"119255";"116069"
"1992";"37 jaar";"233105";"118844";"114261"
"1992";"38 jaar";"230983";"117621";"113362"
"1992";"39 jaar";"231889";"118340";"113549"
"1992";"40 jaar";"225222";"115020";"110202"
"1992";"41 jaar";"227306";"116178";"111128"
"1992";"42 jaar";"231189";"118216";"112973"
"1992";"43 jaar";"239533";"122904";"116629"
"1992";"44 jaar";"252910";"129262";"123648"
"1992";"45 jaar";"261495";"134188";"127307"
"1992";"46 jaar";"188713";"96690";"92023"
"1992";"47 jaar";"197773";"101271";"96502"
"1992";"48 jaar";"188118";"96645";"91473"
"1992";"49 jaar";"173516";"89185";"84331"
"1992";"50 jaar";"165733";"84996";"80737"
"1992";"51 jaar";"169782";"86604";"83178"
"1992";"52 jaar";"163677";"82989";"80688"
"1992";"53 jaar";"160289";"81321";"78968"
"1992";"54 jaar";"150957";"76155";"74802"
"1992";"55 jaar";"150043";"75631";"74412"
"1992";"56 jaar";"146696";"73544";"73152"
"1992";"57 jaar";"145273";"72366";"72907"
"1992";"58 jaar";"142028";"70353";"71675"
"1992";"59 jaar";"145126";"71376";"73750"
"1992";"60 jaar";"141341";"68958";"72383"
"1992";"61 jaar";"142940";"69485";"73455"
"1992";"62 jaar";"135834";"65214";"70620"
"1992";"63 jaar";"134477";"63751";"70726"
"1992";"64 jaar";"128681";"60655";"68026"
"1992";"65 jaar";"127885";"59643";"68242"
"1992";"66 jaar";"125535";"57674";"67861"
"1992";"67 jaar";"124962";"56447";"68515"
"1992";"68 jaar";"125225";"56341";"68884"
"1992";"69 jaar";"119359";"53155";"66204"
"1992";"70 jaar";"117271";"51269";"66002"
"1992";"71 jaar";"115856";"50067";"65789"
"1992";"72 jaar";"94805";"40494";"54311"
"1992";"73 jaar";"88649";"36900";"51749"
"1992";"74 jaar";"88145";"36113";"52032"
"1992";"75 jaar";"84883";"33909";"50974"
"1992";"76 jaar";"79785";"31239";"48546"
"1992";"77 jaar";"79781";"30588";"49193"
"1992";"78 jaar";"74281";"27751";"46530"
"1992";"79 jaar";"68986";"25081";"43905"
"1992";"80 jaar";"60315";"20949";"39366"
"1992";"81 jaar";"56155";"18934";"37221"
"1992";"82 jaar";"52365";"16963";"35402"
"1992";"83 jaar";"46667";"14722";"31945"
"1992";"84 jaar";"41161";"12503";"28658"
"1992";"85 jaar";"35589";"10434";"25155"
"1992";"86 jaar";"30865";"8790";"22075"
"1992";"87 jaar";"26433";"7453";"18980"
"1992";"88 jaar";"21673";"5884";"15789"
"1992";"89 jaar";"17957";"4715";"13242"
"1992";"90 jaar";"14509";"3709";"10800"
"1992";"91 jaar";"10991";"2744";"8247"
"1992";"92 jaar";"8551";"2133";"6418"
"1992";"93 jaar";"6365";"1517";"4848"
"1992";"94 jaar";"4745";"1137";"3608"
"1992";"95 jaar of ouder";"9947";"2365";"7582"
"1992";"95 jaar";".";".";"."
"1992";"96 jaar";".";".";"."
"1992";"97 jaar";".";".";"."
"1992";"98 jaar";".";".";"."
"1992";"99 jaar";".";".";"."
"1992";"100 jaar";".";".";"."
"1992";"101 jaar";".";".";"."
"1992";"102 jaar";".";".";"."
"1992";"103 jaar";".";".";"."
"1992";"104 jaar";".";".";"."
"1992";"105 jaar of ouder";".";".";"."
"1993";"Totaal";"15239182";"7535268";"7703914"
"1993";"0 jaar";"195981";"100392";"95589"
"1993";"1 jaar";"198460";"101481";"96979"
"1993";"2 jaar";"198690";"101852";"96838"
"1993";"3 jaar";"190335";"97034";"93301"
"1993";"4 jaar";"188621";"96377";"92244"
"1993";"5 jaar";"189439";"97119";"92320"
"1993";"6 jaar";"187782";"95506";"92276"
"1993";"7 jaar";"182333";"93046";"89287"
"1993";"8 jaar";"178783";"91571";"87212"
"1993";"9 jaar";"174389";"89026";"85363"
"1993";"10 jaar";"176193";"90161";"86032"
"1993";"11 jaar";"182364";"92881";"89483"
"1993";"12 jaar";"185692";"95097";"90595"
"1993";"13 jaar";"180450";"92210";"88240"
"1993";"14 jaar";"181549";"92938";"88611"
"1993";"15 jaar";"179787";"91992";"87795"
"1993";"16 jaar";"183890";"94537";"89353"
"1993";"17 jaar";"186651";"95287";"91364"
"1993";"18 jaar";"197342";"100633";"96709"
"1993";"19 jaar";"207739";"105382";"102357"
"1993";"20 jaar";"228421";"115627";"112794"
"1993";"21 jaar";"243254";"123798";"119456"
"1993";"22 jaar";"255774";"130186";"125588"
"1993";"23 jaar";"264880";"135316";"129564"
"1993";"24 jaar";"254477";"129705";"124772"
"1993";"25 jaar";"254199";"130304";"123895"
"1993";"26 jaar";"256865";"131849";"125016"
"1993";"27 jaar";"262634";"135151";"127483"
"1993";"28 jaar";"268688";"138106";"130582"
"1993";"29 jaar";"265598";"136362";"129236"
"1993";"30 jaar";"261489";"133767";"127722"
"1993";"31 jaar";"260283";"132765";"127518"
"1993";"32 jaar";"254192";"130198";"123994"
"1993";"33 jaar";"253514";"129333";"124181"
"1993";"34 jaar";"247148";"125955";"121193"
"1993";"35 jaar";"243242";"123818";"119424"
"1993";"36 jaar";"240274";"122590";"117684"
"1993";"37 jaar";"235472";"119277";"116195"
"1993";"38 jaar";"233172";"118781";"114391"
"1993";"39 jaar";"231086";"117602";"113484"
"1993";"40 jaar";"231916";"118285";"113631"
"1993";"41 jaar";"225119";"114880";"110239"
"1993";"42 jaar";"227178";"115978";"111200"
"1993";"43 jaar";"231022";"118082";"112940"
"1993";"44 jaar";"239236";"122641";"116595"
"1993";"45 jaar";"252580";"129040";"123540"
"1993";"46 jaar";"261084";"133908";"127176"
"1993";"47 jaar";"188339";"96415";"91924"
"1993";"48 jaar";"197292";"100936";"96356"
"1993";"49 jaar";"187555";"96324";"91231"
"1993";"50 jaar";"172921";"88770";"84151"
"1993";"51 jaar";"165022";"84504";"80518"
