"Perioden";"Leeftijd";"Totaal mannen en vrouwen";"Mannen";"Vrouwen"
"2017";"70 jaar";"217058";"106899";"110159"
"2017";"71 jaar";"153102";"74626";"78476"
"2017";"72 jaar";"157486";"76408";"81078"
"2017";"73 jaar";"146974";"71077";"75897"
"2017";"74 jaar";"133239";"63855";"69384"
"2017";"75 jaar";"124111";"58946";"65165"
"2017";"76 jaar";"123876";"58013";"65863"
"2017";"77 jaar";"115800";"53238";"62562"
"2017";"78 jaar";"109546";"50016";"59530"
"2017";"79 jaar";"98552";"44062";"54490"
"2017";"80 jaar";"93547";"41081";"52466"
"2017";"81 jaar";"86458";"37084";"49374"
"2017";"82 jaar";"80199";"33402";"46797"
"2017";"83 jaar";"73038";"29496";"43542"
"2017";"84 jaar";"68877";"26988";"41889"
"2017";"85 jaar";"61520";"23437";"38083"
"2017";"86 jaar";"55740";"20291";"35449"
"2017";"87 jaar";"47276";"16480";"30796"
"2017";"88 jaar";"41137";"13794";"27343"
"2017";"89 jaar";"34131";"11082";"23049"
"2017";"90 jaar";"28973";"8970";"20003"
"2017";"91 jaar";"23499";"6760";"16739"
"2017";"92 jaar";"19346";"5122";"14224"
"2017";"93 jaar";"15404";"4088";"11316"
"2017";"94 jaar";"11254";"2657";"8597"
"2017";"95 jaar of ouder";"23876";"4847";"19029"
"2017";"95 jaar";"8285";"1834";"6451"
"2017";"96 jaar";"6014";"1292";"4722"
"2017";"97 jaar";"3559";"734";"2825"
"2017";"98 jaar";"2290";"422";"1868"
"2017";"99 jaar";"1503";"245";"1258"
"2017";"100 jaar";"939";"155";"784"
"2017";"101 jaar";"539";"77";"462"
"2017";"102 jaar";"349";"47";"302"
"2017";"103 jaar";"210";"20";"190"
"2017";"104 jaar";"88";"13";"75"
"2017";"105 jaar of ouder";"100";"8";"92"
"2018";"Totaal";"17181084";"8527041";"8654043"
"2018";"0 jaar";"169566";"87001";"82565"
"2018";"1 jaar";"173365";"88938";"84427"
"2018";"2 jaar";"172815";"88597";"84218"
"2018";"3 jaar";"177913";"90861";"87052"
"2018";"4 jaar";"174440";"89623";"84817"
"2018";"5 jaar";"179261";"91870";"87391"
"2018";"6 jaar";"183075";"93945";"89130"
"2018";"7 jaar";"187979";"96038";"91941"
"2018";"8 jaar";"188589";"96625";"91964"
"2018";"9 jaar";"189162";"97025";"92137"
"2018";"10 jaar";"185788";"94853";"90935"
"2018";"11 jaar";"189169";"97078";"92091"
"2018";"12 jaar";"191108";"97848";"93260"
"2018";"13 jaar";"196875";"100540";"96335"
"2018";"14 jaar";"203519";"104192";"99327"
"2018";"15 jaar";"204774";"104821";"99953"
"2018";"16 jaar";"206878";"105975";"100903"
"2018";"17 jaar";"211820";"108471";"103349"
"2018";"18 jaar";"210774";"108272";"102502"
"2018";"19 jaar";"213786";"109313";"104473"
"2018";"20 jaar";"209792";"106321";"103471"
"2018";"21 jaar";"209892";"107118";"102774"
"2018";"22 jaar";"211308";"107128";"104180"
"2018";"23 jaar";"218557";"110938";"107619"
"2018";"24 jaar";"219232";"111312";"107920"
"2018";"25 jaar";"221643";"112701";"108942"
"2018";"26 jaar";"224418";"113781";"110637"
"2018";"27 jaar";"225619";"114517";"111102"
"2018";"28 jaar";"218319";"110170";"108149"
"2018";"29 jaar";"216158";"109150";"107008"
"2018";"30 jaar";"216233";"109586";"106647"
"2018";"31 jaar";"215503";"108265";"107238"
"2018";"32 jaar";"211127";"106354";"104773"
"2018";"33 jaar";"207626";"104707";"102919"
"2018";"34 jaar";"202300";"101642";"100658"
"2018";"35 jaar";"202806";"101988";"100818"
"2018";"36 jaar";"206883";"103292";"103591"
"2018";"37 jaar";"209769";"105060";"104709"
"2018";"38 jaar";"202927";"101381";"101546"
"2018";"39 jaar";"202971";"101204";"101767"
"2018";"40 jaar";"200028";"99545";"100483"
"2018";"41 jaar";"201974";"100996";"100978"
"2018";"42 jaar";"203622";"101216";"102406"
"2018";"43 jaar";"212658";"105674";"106984"
"2018";"44 jaar";"220030";"109292";"110738"
"2018";"45 jaar";"238148";"118136";"120012"
"2018";"46 jaar";"249678";"124791";"124887"
"2018";"47 jaar";"260267";"130170";"130097"
"2018";"48 jaar";"265974";"133439";"132535"
"2018";"49 jaar";"254756";"127652";"127104"
"2018";"50 jaar";"252051";"126801";"125250"
"2018";"51 jaar";"253303";"127371";"125932"
"2018";"52 jaar";"256811";"129522";"127289"
"2018";"53 jaar";"261171";"131478";"129693"
"2018";"54 jaar";"256510";"129051";"127459"
"2018";"55 jaar";"251271";"125816";"125455"
"2018";"56 jaar";"248603";"124384";"124219"
"2018";"57 jaar";"241399";"120807";"120592"
"2018";"58 jaar";"238550";"119283";"119267"
"2018";"59 jaar";"231687";"115840";"115847"
"2018";"60 jaar";"226041";"112657";"113384"
"2018";"61 jaar";"221321";"110482";"110839"
"2018";"62 jaar";"215014";"106593";"108421"
"2018";"63 jaar";"210758";"105018";"105740"
"2018";"64 jaar";"206604";"102790";"103814"
"2018";"65 jaar";"206100";"102450";"103650"
"2018";"66 jaar";"197317";"98253";"99064"
"2018";"67 jaar";"196878";"97592";"99286"
"2018";"68 jaar";"197672";"97833";"99839"
"2018";"69 jaar";"201570";"99747";"101823"
"2018";"70 jaar";"209616";"102841";"106775"
"2018";"71 jaar";"213639";"104838";"108801"
"2018";"72 jaar";"150383";"72987";"77396"
"2018";"73 jaar";"154469";"74613";"79856"
"2018";"74 jaar";"143818";"69207";"74611"
"2018";"75 jaar";"130091";"61984";"68107"
"2018";"76 jaar";"120818";"57047";"63771"
"2018";"77 jaar";"120219";"55954";"64265"
"2018";"78 jaar";"112105";"51169";"60936"
"2018";"79 jaar";"105507";"47748";"57759"
"2018";"80 jaar";"94315";"41706";"52609"
"2018";"81 jaar";"88990";"38599";"50391"
"2018";"82 jaar";"81765";"34630";"47135"
"2018";"83 jaar";"75261";"30930";"44331"
"2018";"84 jaar";"67924";"26960";"40964"
"2018";"85 jaar";"63234";"24309";"38925"
"2018";"86 jaar";"55927";"20827";"35100"
"2018";"87 jaar";"49993";"17794";"32199"
"2018";"88 jaar";"41633";"14185";"27448"
"2018";"89 jaar";"35700";"11660";"24040"
"2018";"90 jaar";"28989";"9165";"19824"
"2018";"91 jaar";"24282";"7275";"17007"
"2018";"92 jaar";"19105";"5368";"13737"
"2018";"93 jaar";"15294";"3935";"11359"
"2018";"94 jaar";"11740";"3031";"8709"
"2018";"95 jaar of ouder";"24762";"5099";"19663"
"2018";"95 jaar";"8494";"1939";"6555"
"2018";"96 jaar";"6000";"1254";"4746"
"2018";"97 jaar";"4156";"858";"3298"
"2018";"98 jaar";"2438";"474";"1964"
"2018";"99 jaar";"1494";"251";"1243"
"2018";"100 jaar";"919";"143";"776"
"2018";"101 jaar";"562";"93";"469"
"2018";"102 jaar";"301";"41";"260"
"2018";"103 jaar";"194";"26";"168"
"2018";"104 jaar";"109";"9";"100"
"2018";"105 jaar of ouder";"95";"11";"84"
"2019";"Totaal";"17282163";"8581086";"8701077"
"2019";"0 jaar";"168443";"86173";"82270"
"2019";"1 jaar";"170816";"87646";"83170"
"2019";"2 jaar";"174256";"89405";"84851"
"2019";"3 jaar";"173722";"89102";"84620"
"2019";"4 jaar";"178825";"91332";"87493"
"2019";"5 jaar";"175210";"89987";"85223"
"2019";"6 jaar";"180043";"92277";"87766"
"2019";"7 jaar";"183815";"94365";"89450"
"2019";"8 jaar";"188854";"96472";"92382"
"2019";"9 jaar";"189520";"97132";"92388"
"2019";"10 jaar";"190090";"97532";"92558"
"2019";"11 jaar";"186613";"95272";"91341"
"2019";"12 jaar";"190026";"97500";"92526"
"2019";"13 jaar";"191909";"98249";"93660"
"2019";"14 jaar";"197677";"100978";"96699"
"2019";"15 jaar";"204306";"104654";"99652"
"2019";"16 jaar";"205638";"105283";"100355"
"2019";"17 jaar";"207992";"106599";"101393"
"2019";"18 jaar";"216614";"110582";"106032"
"2019";"19 jaar";"217469";"111186";"106283"
"2019";"20 jaar";"218315";"111172";"107143"
"2019";"21 jaar";"212979";"107639";"105340"
"2019";"22 jaar";"212854";"108437";"104417"
"2019";"23 jaar";"214501";"108668";"105833"
"2019";"24 jaar";"221276";"112366";"108910"
"2019";"25 jaar";"221595";"112519";"109076"
"2019";"26 jaar";"224138";"114023";"110115"
"2019";"27 jaar";"227080";"115150";"111930"
"2019";"28 jaar";"228156";"115895";"112261"
"2019";"29 jaar";"220894";"111484";"109410"
"2019";"30 jaar";"218629";"110475";"108154"
"2019";"31 jaar";"218397";"110641";"107756"
"2019";"32 jaar";"217522";"109358";"108164"
"2019";"33 jaar";"212882";"107200";"105682"
"2019";"34 jaar";"209476";"105701";"103775"
"2019";"35 jaar";"203806";"102432";"101374"
"2019";"36 jaar";"204401";"102842";"101559"
"2019";"37 jaar";"208114";"103933";"104181"
"2019";"38 jaar";"210971";"105652";"105319"
"2019";"39 jaar";"204001";"101876";"102125"
"2019";"40 jaar";"203992";"101698";"102294"
"2019";"41 jaar";"201027";"99964";"101063"
"2019";"42 jaar";"202851";"101409";"101442"
"2019";"43 jaar";"204259";"101479";"102780"
"2019";"44 jaar";"213259";"105910";"107349"
"2019";"45 jaar";"220643";"109548";"111095"
"2019";"46 jaar";"238587";"118352";"120235"
"2019";"47 jaar";"249933";"124918";"125015"
"2019";"48 jaar";"260536";"130255";"130281"
"2019";"49 jaar";"266020";"133467";"132553"
"2019";"50 jaar";"254909";"127729";"127180"
"2019";"51 jaar";"251946";"126713";"125233"
"2019";"52 jaar";"253097";"127228";"125869"
"2019";"53 jaar";"256392";"129271";"127121"
"2019";"54 jaar";"260512";"131046";"129466"
"2019";"55 jaar";"255864";"128690";"127174"
"2019";"56 jaar";"250557";"125429";"125128"
"2019";"57 jaar";"247542";"123795";"123747"
"2019";"58 jaar";"240203";"120078";"120125"
"2019";"59 jaar";"237366";"118609";"118757"
"2019";"60 jaar";"230261";"115023";"115238"
"2019";"61 jaar";"224577";"111853";"112724"
"2019";"62 jaar";"219687";"109561";"110126"
"2019";"63 jaar";"213299";"105576";"107723"
"2019";"64 jaar";"209015";"103986";"105029"
"2019";"65 jaar";"204712";"101712";"103000"
"2019";"66 jaar";"203761";"101055";"102706"
"2019";"67 jaar";"194999";"96863";"98136"
"2019";"68 jaar";"194511";"96136";"98375"
"2019";"69 jaar";"195091";"96240";"98851"
"2019";"70 jaar";"198650";"98005";"100645"
"2019";"71 jaar";"206366";"100939";"105427"
"2019";"72 jaar";"209871";"102579";"107292"
"2019";"73 jaar";"147392";"71239";"76153"
"2019";"74 jaar";"151105";"72654";"78451"
"2019";"75 jaar";"140466";"67222";"73244"
"2019";"76 jaar";"126649";"60011";"66638"
"2019";"77 jaar";"117269";"54990";"62279"
"2019";"78 jaar";"116317";"53804";"62513"
"2019";"79 jaar";"108025";"48893";"59132"
"2019";"80 jaar";"101095";"45279";"55816"
"2019";"81 jaar";"90011";"39418";"50593"
"2019";"82 jaar";"84177";"36003";"48174"
"2019";"83 jaar";"76736";"32090";"44646"
"2019";"84 jaar";"70095";"28364";"41731"
"2019";"85 jaar";"62552";"24436";"38116"
"2019";"86 jaar";"57367";"21614";"35753"
"2019";"87 jaar";"50089";"18279";"31810"
"2019";"88 jaar";"44093";"15270";"28823"
"2019";"89 jaar";"35967";"11959";"24008"
"2019";"90 jaar";"30351";"9545";"20806"
"2019";"91 jaar";"24104";"7374";"16730"
"2019";"92 jaar";"19691";"5724";"13967"
"2019";"93 jaar";"15081";"4129";"10952"
"2019";"94 jaar";"11736";"2901";"8835"
"2019";"95 jaar of ouder";"25675";"5583";"20092"
"2019";"95 jaar";"8705";"2166";"6539"
"2019";"96 jaar";"6138";"1333";"4805"
"2019";"97 jaar";"4159";"857";"3302"
"2019";"98 jaar";"2826";"565";"2261"
"2019";"99 jaar";"1658";"323";"1335"
"2019";"100 jaar";"950";"163";"787"
"2019";"101 jaar";"564";"92";"472"
"2019";"102 jaar";"323";"48";"275"
"2019";"103 jaar";"154";"17";"137"
"2019";"104 jaar";"102";"11";"91"
"2019";"105 jaar of ouder";"96";"8";"88"
"2020";"Totaal";"17407585";"8648031";"8759554"
"2020";"0 jaar";"169497";"86780";"82717"
"2020";"1 jaar";"169918";"86936";"82982"
"2020";"2 jaar";"171951";"88224";"83727"
"2020";"3 jaar";"175319";"89877";"85442"
"2020";"4 jaar";"174787";"89678";"85109"
"2020";"5 jaar";"179581";"91715";"87866"
"2020";"6 jaar";"176215";"90538";"85677"
"2020";"7 jaar";"180969";"92757";"88212"
"2020";"8 jaar";"184787";"94859";"89928"
"2020";"9 jaar";"189871";"97000";"92871"
"2020";"10 jaar";"190581";"97716";"92865"
"2020";"11 jaar";"191201";"98121";"93080"
"2020";"12 jaar";"187633";"95795";"91838"
"2020";"13 jaar";"190949";"97984";"92965"
"2020";"14 jaar";"192840";"98734";"94106"
"2020";"15 jaar";"198577";"101456";"97121"
"2020";"16 jaar";"205420";"105340";"100080"
"2020";"17 jaar";"207149";"106095";"101054"
"2020";"18 jaar";"213523";"109193";"104330"
"2020";"19 jaar";"224489";"114144";"110345"
"2020";"20 jaar";"222532";"113176";"109356"
"2020";"21 jaar";"221651";"112662";"108989"
"2020";"22 jaar";"216297";"109312";"106985"
"2020";"23 jaar";"216448";"110236";"106212"
"2020";"24 jaar";"217657";"110279";"107378"
"2020";"25 jaar";"224513";"114006";"110507"
"2020";"26 jaar";"224987";"114184";"110803"
"2020";"27 jaar";"227651";"115804";"111847"
"2020";"28 jaar";"230336";"116870";"113466"
"2020";"29 jaar";"231478";"117735";"113743"
"2020";"30 jaar";"224067";"113052";"111015"
"2020";"31 jaar";"221567";"112150";"109417"
"2020";"32 jaar";"221012";"112141";"108871"
"2020";"33 jaar";"220272";"110858";"109414"
"2020";"34 jaar";"215185";"108465";"106720"
"2020";"35 jaar";"211608";"106816";"104792"
"2020";"36 jaar";"205694";"103411";"102283"
"2020";"37 jaar";"206135";"103678";"102457"
"2020";"38 jaar";"209787";"104855";"104932"
"2020";"39 jaar";"212604";"106437";"106167"
"2020";"40 jaar";"205400";"102613";"102787"
"2020";"41 jaar";"205351";"102353";"102998"
"2020";"42 jaar";"202233";"100590";"101643"
"2020";"43 jaar";"203832";"101906";"101926"
"2020";"44 jaar";"205192";"101960";"103232"
"2020";"45 jaar";"214175";"106340";"107835"
"2020";"46 jaar";"221397";"109926";"111471"
"2020";"47 jaar";"239141";"118629";"120512"
"2020";"48 jaar";"250414";"125116";"125298"
"2020";"49 jaar";"260941";"130430";"130511"
"2020";"50 jaar";"266187";"133557";"132630"
"2020";"51 jaar";"254922";"127742";"127180"
"2020";"52 jaar";"251934";"126700";"125234"
"2020";"53 jaar";"252798";"127005";"125793"
"2020";"54 jaar";"255985";"129050";"126935"
"2020";"55 jaar";"259958";"130710";"129248"
"2020";"56 jaar";"255085";"128205";"126880"
"2020";"57 jaar";"249709";"124920";"124789"
"2020";"58 jaar";"246676";"123328";"123348"
"2020";"59 jaar";"239164";"119520";"119644"
"2020";"60 jaar";"236163";"117917";"118246"
"2020";"61 jaar";"228921";"114274";"114647"
"2020";"62 jaar";"223075";"110971";"112104"
"2020";"63 jaar";"218121";"108696";"109425"
"2020";"64 jaar";"211518";"104550";"106968"
"2020";"65 jaar";"207231";"102944";"104287"
"2020";"66 jaar";"202623";"100458";"102165"
"2020";"67 jaar";"201498";"99719";"101779"
"2020";"68 jaar";"192697";"95529";"97168"
"2020";"69 jaar";"191999";"94604";"97395"
"2020";"70 jaar";"192332";"94637";"97695"
"2020";"71 jaar";"195686";"96267";"99419"
"2020";"72 jaar";"202910";"98898";"104012"
"2020";"73 jaar";"206012";"100306";"105706"
"2020";"74 jaar";"144279";"69437";"74842"
"2020";"75 jaar";"147609";"70595";"77014"
"2020";"76 jaar";"136821";"65129";"71692"
"2020";"77 jaar";"123046";"57948";"65098"
"2020";"78 jaar";"113620";"52936";"60684"
"2020";"79 jaar";"112104";"51437";"60667"
"2020";"80 jaar";"103556";"46393";"57163"
"2020";"81 jaar";"96472";"42774";"53698"
"2020";"82 jaar";"85299";"36940";"48359"
"2020";"83 jaar";"79209";"33443";"45766"
"2020";"84 jaar";"71520";"29458";"42062"
"2020";"85 jaar";"64712";"25719";"38993"
"2020";"86 jaar";"57004";"21808";"35196"
"2020";"87 jaar";"51687";"19057";"32630"
"2020";"88 jaar";"44320";"15723";"28597"
"2020";"89 jaar";"38478";"12984";"25494"
"2020";"90 jaar";"30638";"9910";"20728"
"2020";"91 jaar";"25338";"7716";"17622"
"2020";"92 jaar";"19731";"5847";"13884"
"2020";"93 jaar";"15653";"4377";"11276"
"2020";"94 jaar";"11758";"3134";"8624"
"2020";"95 jaar of ouder";"26713";"5827";"20886"
"2020";"95 jaar";"8855";"2099";"6756"
"2020";"96 jaar";"6362";"1514";"4848"
"2020";"97 jaar";"4374";"926";"3448"
"2020";"98 jaar";"2833";"554";"2279"
"2020";"99 jaar";"1891";"342";"1549"
"2020";"100 jaar";"1074";"193";"881"
"2020";"101 jaar";"590";"93";"497"
"2020";"102 jaar";"357";"58";"299"
"2020";"103 jaar";"185";"30";"155"
"2020";"104 jaar";"90";"11";"79"
"2020";"105 jaar of ouder";"102";"7";"95"
"2021";"Totaal";"17475415";"8686536";"8788879"
"2021";"0 jaar";"168270";"86287";"81983"
"2021";"1 jaar";"170354";"87259";"83095"
"2021";"2 jaar";"170474";"87205";"83269"
"2021";"3 jaar";"172564";"88536";"84028"
"2021";"4 jaar";"175964";"90229";"85735"
"2021";"5 jaar";"175403";"90004";"85399"
"2021";"6 jaar";"180140";"92022";"88118"
"2021";"7 jaar";"176907";"90893";"86014"
"2021";"8 jaar";"181785";"93185";"88600"
"2021";"9 jaar";"185592";"95253";"90339"
"2021";"10 jaar";"190637";"97407";"93230"
"2021";"11 jaar";"191484";"98186";"93298"
"2021";"12 jaar";"192004";"98553";"93451"
"2021";"13 jaar";"188438";"96205";"92233"
"2021";"14 jaar";"191715";"98395";"93320"
"2021";"15 jaar";"193570";"99111";"94459"
"2021";"16 jaar";"199394";"101957";"97437"
"2021";"17 jaar";"206527";"105940";"100587"
"2021";"18 jaar";"212171";"108487";"103684"
"2021";"19 jaar";"220073";"112101";"107972"
"2021";"20 jaar";"227053";"115335";"111718"
"2021";"21 jaar";"223141";"113688";"109453"
"2021";"22 jaar";"222345";"113200";"109145"
"2021";"23 jaar";"217581";"110170";"107411"
"2021";"24 jaar";"217366";"110918";"106448"
"2021";"25 jaar";"218668";"110943";"107725"
"2021";"26 jaar";"225920";"114839";"111081"
"2021";"27 jaar";"226583";"115147";"111436"
"2021";"28 jaar";"229437";"116762";"112675"
"2021";"29 jaar";"232334";"117879";"114455"
"2021";"30 jaar";"233373";"118809";"114564"
"2021";"31 jaar";"225767";"114124";"111643"
"2021";"32 jaar";"223130";"112998";"110132"
"2021";"33 jaar";"222511";"112897";"109614"
"2021";"34 jaar";"221708";"111599";"110109"
"2021";"35 jaar";"216405";"109176";"107229"
"2021";"36 jaar";"212811";"107506";"105305"
"2021";"37 jaar";"206720";"103992";"102728"
"2021";"38 jaar";"207274";"104243";"103031"
"2021";"39 jaar";"210876";"105392";"105484"
"2021";"40 jaar";"213550";"106966";"106584"
"2021";"41 jaar";"206262";"103052";"103210"
"2021";"42 jaar";"206100";"102743";"103357"
"2021";"43 jaar";"203073";"101032";"102041"
"2021";"44 jaar";"204503";"102241";"102262"
"2021";"45 jaar";"205701";"102220";"103481"
"2021";"46 jaar";"214822";"106682";"108140"
"2021";"47 jaar";"221788";"110067";"111721"
"2021";"48 jaar";"239467";"118771";"120696"
"2021";"49 jaar";"250796";"125239";"125557"
"2021";"50 jaar";"261085";"130463";"130622"
"2021";"51 jaar";"266184";"133531";"132653"
"2021";"52 jaar";"254782";"127603";"127179"
"2021";"53 jaar";"251614";"126482";"125132"
"2021";"54 jaar";"252466";"126801";"125665"
"2021";"55 jaar";"255486";"128770";"126716"
"2021";"56 jaar";"259303";"130352";"128951"
"2021";"57 jaar";"254398";"127812";"126586"
"2021";"58 jaar";"248827";"124406";"124421"
"2021";"59 jaar";"245543";"122632";"122911"
"2021";"60 jaar";"237918";"118755";"119163"
"2021";"61 jaar";"234687";"117035";"117652"
"2021";"62 jaar";"227404";"113396";"114008"
"2021";"63 jaar";"221404";"110016";"111388"
"2021";"64 jaar";"216248";"107568";"108680"
"2021";"65 jaar";"209603";"103447";"106156"
"2021";"66 jaar";"205025";"101607";"103418"
"2021";"67 jaar";"200160";"98952";"101208"
"2021";"68 jaar";"198911";"98181";"100730"
"2021";"69 jaar";"190079";"93961";"96118"
"2021";"70 jaar";"189248";"92962";"96286"
"2021";"71 jaar";"189136";"92722";"96414"
"2021";"72 jaar";"192126";"94152";"97974"
"2021";"73 jaar";"198904";"96517";"102387"
"2021";"74 jaar";"201622";"97705";"103917"
"2021";"75 jaar";"140597";"67247";"73350"
"2021";"76 jaar";"143353";"68108";"75245"
"2021";"77 jaar";"132521";"62623";"69898"
"2021";"78 jaar";"118606";"55380";"63226"
"2021";"79 jaar";"108983";"50297";"58686"
"2021";"80 jaar";"107048";"48560";"58488"
"2021";"81 jaar";"98199";"43442";"54757"
"2021";"82 jaar";"90976";"39833";"51143"
"2021";"83 jaar";"79679";"33923";"45756"
"2021";"84 jaar";"73221";"30357";"42864"
"2021";"85 jaar";"65612";"26509";"39103"
"2021";"86 jaar";"58402";"22721";"35681"
"2021";"87 jaar";"50597";"18867";"31730"
"2021";"88 jaar";"45191";"16210";"28981"
"2021";"89 jaar";"38007";"13000";"25007"
"2021";"90 jaar";"32206";"10500";"21706"
"2021";"91 jaar";"25188";"7853";"17335"
"2021";"92 jaar";"20335";"5941";"14394"
"2021";"93 jaar";"15450";"4409";"11041"
"2021";"94 jaar";"11869";"3158";"8711"
"2021";"95 jaar of ouder";"26681";"5925";"20756"
"2021";"95 jaar";"8685";"2160";"6525"
"2021";"96 jaar";"6349";"1445";"4904"
"2021";"97 jaar";"4352";"982";"3370"
"2021";"98 jaar";"2922";"567";"2355"
"2021";"99 jaar";"1837";"360";"1477"
"2021";"100 jaar";"1169";"208";"961"
"2021";"101 jaar";"638";"108";"530"
"2021";"102 jaar";"341";"45";"296"
"2021";"103 jaar";"201";"28";"173"
"2021";"104 jaar";"97";"17";"80"
"2021";"105 jaar of ouder";"90";"5";"85"
"2022";"Totaal";"17590672";"8745468";"8845204"
"2022";"0 jaar";"179133";"91656";"87477"
"2022";"1 jaar";"169323";"86798";"82525"
"2022";"2 jaar";"171226";"87677";"83549"
"2022";"3 jaar";"171415";"87661";"83754"
"2022";"4 jaar";"173556";"89040";"84516"
"2022";"5 jaar";"176741";"90651";"86090"
"2022";"6 jaar";"176234";"90457";"85777"
"2022";"7 jaar";"181103";"92530";"88573"
"2022";"8 jaar";"177793";"91346";"86447"
"2022";"9 jaar";"182749";"93685";"89064"
"2022";"10 jaar";"186513";"95720";"90793"
"2022";"11 jaar";"191599";"97865";"93734"
"2022";"12 jaar";"192560";"98741";"93819"
"2022";"13 jaar";"193037";"99107";"93930"
"2022";"14 jaar";"189479";"96754";"92725"
"2022";"15 jaar";"192725";"98966";"93759"
"2022";"16 jaar";"194719";"99794";"94925"
"2022";"17 jaar";"200939";"102868";"98071"
"2022";"18 jaar";"214061";"109411";"104650"
"2022";"19 jaar";"222912";"113205";"109707"
"2022";"20 jaar";"226197";"114784";"111413"
"2022";"21 jaar";"231493";"117373";"114120"
"2022";"22 jaar";"227225";"115609";"111616"
"2022";"23 jaar";"226996";"115379";"111617"
"2022";"24 jaar";"220974";"111807";"109167"
"2022";"25 jaar";"220818";"112571";"108247"
"2022";"26 jaar";"222029";"112664";"109365"
"2022";"27 jaar";"229261";"116533";"112728"
"2022";"28 jaar";"229982";"116862";"113120"
"2022";"29 jaar";"232416";"118307";"114109"
"2022";"30 jaar";"235174";"119445";"115729"
"2022";"31 jaar";"235817";"120095";"115722"
"2022";"32 jaar";"227912";"115360";"112552"
"2022";"33 jaar";"225299";"114170";"111129"
"2022";"34 jaar";"224277";"113883";"110394"
"2022";"35 jaar";"223383";"112544";"110839"
"2022";"36 jaar";"217872";"109956";"107916"
"2022";"37 jaar";"214114";"108266";"105848"
"2022";"38 jaar";"208001";"104530";"103471"
"2022";"39 jaar";"208601";"104923";"103678"
"2022";"40 jaar";"211882";"105921";"105961"
"2022";"41 jaar";"214516";"107546";"106970"
"2022";"42 jaar";"207041";"103398";"103643"
"2022";"43 jaar";"206855";"103095";"103760"
"2022";"44 jaar";"203753";"101350";"102403"
"2022";"45 jaar";"205223";"102577";"102646"
"2022";"46 jaar";"206214";"102456";"103758"
"2022";"47 jaar";"215171";"106783";"108388"
"2022";"48 jaar";"222245";"110300";"111945"
"2022";"49 jaar";"239601";"118807";"120794"
"2022";"50 jaar";"250796";"125218";"125578"
"2022";"51 jaar";"260912";"130303";"130609"
"2022";"52 jaar";"265900";"133294";"132606"
"2022";"53 jaar";"254354";"127319";"127035"
"2022";"54 jaar";"251108";"126151";"124957"
"2022";"55 jaar";"251762";"126368";"125394"
"2022";"56 jaar";"254567";"128199";"126368"
"2022";"57 jaar";"258325";"129792";"128533"
"2022";"58 jaar";"253240";"127121";"126119"
"2022";"59 jaar";"247599";"123702";"123897"
"2022";"60 jaar";"243990";"121759";"122231"
"2022";"61 jaar";"236460";"117924";"118536"
"2022";"62 jaar";"232975";"116047";"116928"
"2022";"63 jaar";"225583";"112317";"113266"
"2022";"64 jaar";"219489";"108918";"110571"
"2022";"65 jaar";"214114";"106331";"107783"
"2022";"66 jaar";"207190";"102065";"105125"
"2022";"67 jaar";"202404";"100090";"102314"
"2022";"68 jaar";"197548";"97394";"100154"
"2022";"69 jaar";"196060";"96472";"99588"
"2022";"70 jaar";"187009";"92137";"94872"
"2022";"71 jaar";"185993";"90982";"95011"
"2022";"72 jaar";"185630";"90616";"95014"
"2022";"73 jaar";"188339";"91848";"96491"
"2022";"74 jaar";"194454";"93916";"100538"
"2022";"75 jaar";"196590";"94829";"101761"
"2022";"76 jaar";"136563";"64890";"71673"
"2022";"77 jaar";"138728";"65454";"73274"
"2022";"78 jaar";"127888";"59963";"67925"
"2022";"79 jaar";"113836";"52619";"61217"
"2022";"80 jaar";"104107";"47558";"56549"
"2022";"81 jaar";"101553";"45517";"56036"
"2022";"82 jaar";"92671";"40474";"52197"
"2022";"83 jaar";"85237";"36738";"48499"
"2022";"84 jaar";"73972";"30968";"43004"
"2022";"85 jaar";"67067";"27290";"39777"
"2022";"86 jaar";"59420";"23452";"35968"
"2022";"87 jaar";"52155";"19778";"32377"
"2022";"88 jaar";"44428";"16070";"28358"
"2022";"89 jaar";"38948";"13574";"25374"
"2022";"90 jaar";"32086";"10591";"21495"
"2022";"91 jaar";"26672";"8400";"18272"
"2022";"92 jaar";"20250";"6067";"14183"
"2022";"93 jaar";"16003";"4498";"11505"
"2022";"94 jaar";"11729";"3187";"8542"
"2022";"95 jaar of ouder";"26809";"6042";"20767"
"2022";"95 jaar";"8822";"2227";"6595"
"2022";"96 jaar";"6229";"1486";"4743"
"2022";"97 jaar";"4356";"938";"3418"
"2022";"98 jaar";"2895";"613";"2282"
"2022";"99 jaar";"1912";"348";"1564"
"2022";"100 jaar";"1146";"210";"936"
"2022";"101 jaar";"705";"118";"587"
"2022";"102 jaar";"355";"65";"290"
"2022";"103 jaar";"199";"20";"179"
"2022";"104 jaar";"104";"9";"95"
"2022";"105 jaar of ouder";"86";"8";"78"
"2023";"Totaal";"17811291";"8850309";"8960982"
"2023";"0 jaar";"167629";"85744";"81885"
"2023";"1 jaar";"181514";"92908";"88606"
"2023";"2 jaar";"171544";"87865";"83679"
"2023";"3 jaar";"173555";"88874";"84681"
"2023";"4 jaar";"173913";"88916";"84997"
"2023";"5 jaar";"175978";"90268";"85710"
